name;professions
šu-i₃-li₂;{'nagada[herdsman]', 'lu[person]', 'min[two]', 'PN', 'sipad[shepherd]', 'arad[slave]', 'ud[sun]', 'kišib[seal]', 'n', 'sukkal[secretary]', 'nubanda[overseer]', 'kuš[official]'}
šu-kab-ta₂;{'atu[doorkeeper?]'}
šu-kal;{'us[side]'}
šu-ku-bu-um;{'dubsar[scribe]', 'damgar[merchant]', 'dumu[child]', 'sukkal[secretary]', 'nubanda[overseer]', 'muhaldim[cook]', 'kuš[official]'}
šu-ku-uk;{'šeš[brother]'}
šu-ku₈-bu-um;{'lu[person]', 'šeš[brother]', 'kuš[official]'}
šu-la-num₂;{'sipad[shepherd]'}
šu-lu₂-um?;{'AN'}
šu-ma-ma;{'nagada[herdsman]', 'gardu[soldier]', 'AN', 'zabardab[official]', 'lu[person]', 'šuʾi[barber]', 'PN', 'šagia[cup-bearer]', 'uddatuš[jester]', 'tum[bring]', 'u[and]', 'dumu[child]', 'ensik[ruler]'}
šu-ma-ma#;{'lu[person]'}
šu-ma-mi-tum;{'dubsar[scribe]'}
šu-na-bar;{'dubsar[scribe]', 'dumu[child]'}
šu-na-mu-gi₄;{'ŋal[be]', 'šabra[administrator]'}
šu-ni-an-nam;{'nagada[herdsman]'}
šu-ni-ki-ib;{'lu[person]'}
šu-ru-uš-ak;{'šabra[administrator]'}
šu-ru-uš-ki-in;{'šakkanak[general]', 'dumu[child]', 'nubanda[overseer]'}
šu-ti-ru-um;{'ensik[ruler]'}
šu-ur-šu;{'muhaldim[cook]'}
šu-zu;{'ŋar[place]', 'agaʾus[soldier]', 'X', 'kuš[official]'}
šu-{d#}[nin-šubur;{'ragaba[rider]'}
šu-{d}[...];{'arad[slave]'}
šu-{d}da-gan;{'lu[person]'}
šu-{d}dam-ki-na;{'nubanda[overseer]'}
šu-{d}dumu-zi;{'nubanda[overseer]', 'guzala[official]'}
šu-{d}en-lil₂;{'dubsar[scribe]', 'FN', 'dumu[child]', 'agaʾus[soldier]'}
šu-{d}en-lil₂#;{'AN'}
šu-{d}en-lil₂-la₂;{'dubsar[scribe]', 'dumu[child]', 'u'}
šu-{d}eš₁₈-dar;{'u[and]'}
šu-{d}iš-ha-[ra];{'lu[person]'}
šu-{d}iš-ha-ra;{'engar[farmer]', 'lu[person]'}
šu-{d}iš:ha-ra;{'lu[person]'}
šu-{d}iškur;{'PN', 'kuš[official]', 'dumu[child]', 'GN', 'sipad[shepherd]'}
šu-{d}ištaran;{'nubanda[overseer]'}
šu-{d}ma-mi-tum;{'idu[doorkeeper]'}
šu-{d}nin-šubur;{'min[two]', 'sipad[shepherd]', 'dumu[child]', 'ragaba[rider]', 'sukkal[secretary]', 'nubanda[overseer]', 'ummia[expert]'}
šu-{d}nin-šubur#;{'dubsar[scribe]'}
šu-{d}nisaba;{'damgar[merchant]', 'ummia[expert]'}
šu-{d}suen;{'lu[person]', 'šagia[cup-bearer]', 'FN', 'dikud[judge]', 'dumu[child]', 'nubanda[overseer]'}
šu-{d}suen#;{'AN'}
šu-{d}utu;{'kurušda[fattener]', 'nukirik[gardener]', 'nubanda[overseer]'}
šu-{d}šul-[gi];{'nubanda[overseer]', 'šuʾi[barber]'}
šu-{d}šul-gi;{'u', 'FN', 'nubanda[overseer]', 'sukkal[secretary]', 'šuʾi[barber]'}
šu]-ma-ma;{'PN'}
šul-ga₂-a-ad;{'lu[person]'}
šul-ga₂-a-ad#;{'lu[person]'}
šul-gi-ra#;{'šum[give]'}
