p_index,people_involved
129514,"[(('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 366), (('lugal-ezem', 'None'), ""['new owner', 'intermediary']"", 19), (('lugal-ezem', 'None'), ""['new owner', 'intermediary']"", 20), (('lugal-ezem', 'None'), ""['new owner', 'intermediary']"", 21), (('ur-nig₂', 'None'), ""['source']"", 33), (('a-ha-an-ni-šu', 'None'), ""['recipient']"", 1), (('sa₃-si₂', 'None'), ""['recipient']"", 54), (('ku₃-{d}nanna', 'None'), ""['source']"", 7), (('a-al-la-mu', 'None'), ""['recipient']"", 12), (('a-al-la-mu', 'None'), ""['recipient']"", 13), (('a-kal-la', 'None'), ""['source']"", 7)]"
106326,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 17), (('{d}utu-GIR₂@g-gal', 'None'), ""['new owner']"", 3), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 4), (('a-a-kal-la', 'None'), ""['representative']"", 22), (('na-sa₆', 'PN'), ""['source']"", 35), (('en-ša₃-ku₃-ge', 'None'), ""['new owner']"", 2)]"
118422,"[(('a-da-lal₃', 'ragaba[rider]'), ""['new owner']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 259), (('ad-da-tur', 'None'), ""['new owner']"", 5), (('i-di₃-{d}iškur', 'kuš[official]'), ""['new owner']"", 1), (('šeš-sa₆-ga', 'None'), ""['new owner']"", 2)]"
201452,"[(('ad-da-kal-la', 'None'), ""['intermediary']"", 15), (('ARAD₂-mu', 'None'), ""['representative']"", 658), (('zu-ba-ga', 'PN'), ""['source']"", 19), (('ad-da-kal-la', 'dubsar[scribe]'), ""['intermediary']"", 24), (('a-hu-ni', 'šagia[cup-bearer]'), ""['representative']"", 23)]"
129512,"[(('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 364), (('iš-me-dingir', 'None'), ""['intermediary']"", 4), (('ur-nig₂', 'None'), ""['intermediary']"", 31), (('ur-nig₂', 'None'), ""['intermediary']"", 32), (('ba-ba-ti', 'None'), ""['intermediary']"", 11), (('ba-ba-ti', 'None'), ""['intermediary']"", 12), (('šu-i₃-li₂', 'lu[person]'), ""['recipient']"", 0), (('al-la-mu', 'None'), ""['intermediary']"", 15), (('al-la-mu', 'None'), ""['intermediary']"", 16), (('nigar{gar}-ki-du₁₀', 'None'), ""['intermediary']"", 2)]"
332360,"[(('ur-{d}nin-gal', 'None'), ""['new owner']"", 8), (('lu₂-{d}nin-šubur', 'None'), ""['new owner']"", 21), (('šeš-da-da', 'FN'), ""['new owner']"", 83), (('in-da-a', 'šabra[administrator]'), ""['new owner']"", 1), (('šeš-zi-mu', 'None'), ""['new owner']"", 10)]"
115910,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 5), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 27), (('ur-{d}suen', 'None'), ""['new owner']"", 16), (('a-a-kal-la', 'None'), ""['representative']"", 47), (('na-sa₆', 'PN'), ""['source']"", 64), (('lugal-ma₂-gur₈-re', 'sukkal[secretary]'), ""['representative']"", 1)]"
118338,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 61), (('[ARAD₂]-mu', 'None'), ""['representative']"", 6), (('lu₂-dingir-ra', 'None'), ""['intermediary']"", 295), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 89), (('šeš-da-da', 'FN'), ""['new owner']"", 26), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 25)]"
131614,"[(('ad-da-kal-la', 'None'), ""['source']"", 14), (('eb-ku-ša', 'None'), ""['source']"", 1), (('lugal-ezem', 'None'), ""['source']"", 28), (('ur-{d}da-mu', 'None'), ""['source']"", 7), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 136), (('na-sa₆', 'None'), ""['source', 'intermediary']"", 388), (('na-sa₆', 'None'), ""['source', 'intermediary']"", 389), (('lu₂-gi-na', 'None'), ""['source']"", 4), (('{d}šara₂-kam', 'None'), ""['source']"", 37), (('na-lu₅', 'None'), ""['source']"", 706), (('en-dingir-mu', 'None'), ""['source']"", 182)]"
114336,"[(('bur-ma-ma', 'sukkal[secretary]'), ""['intermediary']"", 0), (('šu-ma-ma', 'PN'), ""['source']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 214), (('ha-ni', 'sukkal[secretary]'), ""['intermediary']"", 4), (('kal-la', 'sukkal[secretary]'), ""['intermediary']"", 1)]"
124861,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 12), (('lu₂-{d}nin-šubur', 'None'), ""['new owner']"", 7), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 352), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 353), (('ur-{d}nin-gubalag', 'None'), ""['new owner']"", 5), (('a-a-kal-la', 'None'), ""['representative']"", 87), (('na-sa₆', 'PN'), ""['source']"", 119), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 44), (('lugal-ma₂-gur₈-re', 'sukkal[secretary]'), ""['new owner']"", 5)]"
131637,"[(('tu-ra-am-i₃-li₂', 'None'), ""['intermediary']"", 4), (('ur-nig₂', 'None'), ""['intermediary']"", 35), (('sa₃-si₂', 'None'), ""['recipient']"", 56), (('a-bu-um-dingir', 'None'), ""['intermediary']"", 2), (('a-al-la-mu', 'None'), ""['source']"", 16)]"
129523,"[(('ab-ba-sa₆-ga', 'None'), ""['recipient']"", 1864), (('za-li₂-a', 'None'), ""['intermediary']"", 1), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 126), (('ur-{d}ba-ba₆', 'dubsar[scribe]'), ""['intermediary']"", 6), (('šu-er₃-ra', 'None'), ""['intermediary']"", 59)]"
111921,"[(('ab-ba-sa₆-ga', 'None'), ""['recipient']"", 845), (('{d}šul-gi-iri-mu', 'None'), ""['source']"", 284), (('a-a-kal-la', 'muhaldim[cook]'), ""['intermediary']"", 4), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['intermediary']"", 12), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['intermediary']"", 13), (('nu-i₃-da', 'None'), ""['source']"", 5)]"
129491,"[(('ARAD₂-[mu', 'None'), ""['representative']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 491), (('ARAD₂-mu', 'None'), ""['representative']"", 492), (('ARAD₂-mu', 'None'), ""['representative']"", 493), (('ARAD₂-mu', 'None'), ""['representative']"", 494), (('ARAD₂-mu', 'None'), ""['representative']"", 495), (('ARAD₂-mu', 'None'), ""['representative']"", 496), (('ARAD₂-mu', 'None'), ""['representative']"", 497), (('ARAD₂-mu', 'None'), ""['representative']"", 498), (('ARAD₂-mu', 'None'), ""['representative']"", 499), (('ARAD₂-mu', 'None'), ""['representative']"", 500), (('ARAD₂-mu', 'None'), ""['representative']"", 501), (('[ARAD₂-mu', 'None'), ""['representative']"", 1)]"
143924,"[(('i₃-lal₃-lum', 'None'), ""['representative', 'new owner']"", 43), (('i₃-lal₃-lum', 'None'), ""['representative', 'new owner']"", 44), (('i₃-lal₃-lum', 'None'), ""['representative', 'new owner']"", 45), (('ur-nigar{gar}', 'None'), ""['recipient']"", 640), (('ur-nigar{gar}', 'None'), ""['recipient']"", 641), (('i-di₃-{d}suen', 'None'), ""['new owner']"", 4), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 2213), (('{d}šul-gi-zi-mu', 'None'), ""['new owner']"", 4), (('ur-{d}en-lil₂-la₂', 'None'), ""['new owner']"", 46), (('bur-ma-ma', 'damgar[merchant]'), ""['new owner']"", 1), (('{d}šul-gi-i₃-li₂', 'None'), ""['new owner']"", 108), (('ur-{d}utu', 'None'), ""['new owner']"", 5), (('ur-{d}utu', 'None'), ""['new owner']"", 6), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 56), (('lugal-ma₂-gur₈-re', 'None'), ""['representative', 'new owner']"", 47), (('lugal-ma₂-gur₈-re', 'None'), ""['representative', 'new owner']"", 48), (('na-ra-am-i₃-li₂', 'None'), ""['new owner']"", 145), (('na-ra-am-i₃-li₂', 'None'), ""['new owner']"", 146), (('na-ra-am-i₃-li₂', 'None'), ""['new owner']"", 147), (('na-ra-am-i₃-li₂', 'None'), ""['new owner']"", 148), (('i-din-{d}iškur', 'kuš[official]'), ""['new owner']"", 2), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 195), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 196), (('ARAD₂-mu', 'None'), ""['representative']"", 604), (('ARAD₂-mu', 'None'), ""['representative']"", 605), (('ARAD₂-mu', 'None'), ""['representative']"", 606), (('ARAD₂-mu', 'None'), ""['representative']"", 607), (('ARAD₂-mu', 'None'), ""['representative']"", 608), (('ARAD₂-mu', 'None'), ""['representative']"", 609), (('ARAD₂-mu', 'None'), ""['representative']"", 610), (('ARAD₂-mu', 'None'), ""['representative']"", 611), (('ARAD₂-mu', 'None'), ""['representative']"", 612), (('ARAD₂-mu', 'None'), ""['representative']"", 613), (('{d}šul-gi-i₃-li₂', 'MAR.TU[westerner]'), ""['new owner']"", 0), (('{d}šul-gi-i₃-li₂', 'MAR.TU[westerner]'), ""['new owner']"", 1), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 22), (('ur-tilla₃', 'FN'), ""['new owner']"", 6), (('ur-tilla₃', 'FN'), ""['new owner']"", 7), (('za-ri₂-iq', 'None'), ""['new owner']"", 6), (('za-ri₂-iq', 'None'), ""['new owner']"", 7), (('šu-ru-uš-ki-in', 'None'), ""['new owner']"", 2), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 691), (('nu-i₃-da', 'None'), ""['new owner']"", 13), (('nu-i₃-da', 'None'), ""['new owner']"", 14), (('du-uk-ra', 'None'), ""['recipient']"", 2), (('du-uk-ra', 'None'), ""['recipient']"", 3), (('du-uk-ra', 'None'), ""['recipient']"", 4), (('lugal-iti-da', 'sukkal[secretary]'), ""['intermediary']"", 0)]"
125945,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 14), (('er₃-ra-na-da', 'None'), ""['representative']"", 15), (('er₃-ra-na-da', 'None'), ""['representative']"", 16), (('i-šar-pa₂-dan', 'None'), ""['new owner']"", 3), (('a-li₂-du₁₀', 'None'), ""['new owner']"", 0), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 38), (('[{d}šul-gi]-iri-mu', 'None'), ""['representative']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 395), (('ARAD₂-mu', 'None'), ""['representative']"", 396), (('ARAD₂-mu', 'None'), ""['representative']"", 397), (('ARAD₂-mu', 'None'), ""['representative']"", 398), (('ARAD₂-mu', 'None'), ""['representative']"", 399), (('ARAD₂-mu', 'None'), ""['representative']"", 400), (('ARAD₂-mu', 'None'), ""['representative']"", 401), (('ARAD₂-mu', 'None'), ""['representative']"", 402), (('ARAD₂-mu', 'None'), ""['representative']"", 403), (('ARAD₂-mu', 'None'), ""['representative']"", 404), (('ARAD₂-mu', 'None'), ""['representative']"", 405), (('ARAD₂-mu', 'None'), ""['representative']"", 406), (('ARAD₂-mu', 'None'), ""['representative']"", 407), (('ARAD₂-mu', 'None'), ""['representative']"", 408), (('ARAD₂-mu', 'None'), ""['representative']"", 409), (('ARAD₂-mu', 'None'), ""['representative']"", 410), (('ARAD₂-mu', 'None'), ""['representative']"", 411), (('ur-{d}diš-dingir-ra', 'None'), ""['new owner']"", 0), (('ur-{d}diš-dingir-ra', 'None'), ""['new owner']"", 1), (('wa-ta₂-ru-um', 'None'), ""['representative']"", 10), (('wa-ta₂-ru-um', 'None'), ""['representative']"", 11), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 447), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 448), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 449), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 450), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 451), (('{d}šul-gi-iri-mu', 'None'), ""['representative']"", 452), (('lugal-u₄-su₃-še₃', 'None'), ""['new owner']"", 1), (('a-mur-{d}utu', 'None'), ""['new owner']"", 1)]"
103925,"[(('ur-mes', 'None'), ""['recipient', 'intermediary']"", 11), (('ur-mes', 'None'), ""['recipient', 'intermediary']"", 12), (('bu-lu-lu', 'None'), ""['recipient']"", 0), (('lugal-me-lam₂', 'None'), ""['recipient']"", 4), (('ab-ba-kal-la', 'None'), ""['recipient']"", 2), (('ab-ba-kal-la', 'None'), ""['recipient']"", 3), (('a-la-mu', 'None'), ""['recipient']"", 1), (('a-la-mu', 'None'), ""['recipient']"", 2)]"
129500,"[(('nu-ur₂-i₃-li₂', 'None'), ""['intermediary']"", 9), (('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 361), (('ur-{d}nanše', 'None'), ""['source']"", 24), (('ur-nig₂', 'None'), ""['source', 'recipient']"", 29), (('ur-nig₂', 'None'), ""['source', 'recipient']"", 30), (('sa₃-si₂', 'None'), ""['recipient', 'intermediary']"", 44), (('sa₃-si₂', 'None'), ""['recipient', 'intermediary']"", 45), (('sa₃-si₂', 'None'), ""['recipient', 'intermediary']"", 46), (('al-la-mu', 'None'), ""['recipient', 'intermediary']"", 13), (('al-la-mu', 'None'), ""['recipient', 'intermediary']"", 14)]"
125924,"[(('šeš-da-da', 'None'), ""['new owner']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 394), (('en-dingir-mu', 'None'), ""['new owner']"", 140), (('al-la-mu', 'None'), ""['new owner']"", 10), (('na-sa₆', 'PN'), ""['source']"", 133)]"
129473,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 1863), (('{d}šul-gi-ma-ti', 'None'), ""['representative']"", 2), (('{d}utu-du₁₀', 'None'), ""['representative']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 488), (('ba-ba-an-še-en', 'None'), ""['representative']"", 12), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 29), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 29), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 30)]"
108023,"[(('šu-eš₁₈-dar', 'None'), ""['new owner']"", 1), (('šeš-da-da', 'FN'), ""['new owner']"", 11), (('ur-{d}suen', 'None'), ""['new owner']"", 11), (('ARAD₂#-mu', 'None'), ""['representative']"", 2), (('er₃-ra-ur-sag', 'None'), ""['new owner']"", 0), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 15)]"
131572,"[(('ur-ku₃-nun-na', 'None'), ""['source']"", 375), (('uš-mu', 'dubsar[scribe]'), ""['intermediary']"", 1), (('bu-lu-lu', 'lu[person]'), ""['representative']"", 0), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 23), (('lu₂-ša-lim', 'None'), ""['representative']"", 22)]"
106383,"[(('u₄-de₃-nig₂-sa₆-ga', 'None'), ""['source', 'recipient']"", 4), (('u₄-de₃-nig₂-sa₆-ga', 'None'), ""['source', 'recipient']"", 5), (('u₄-de₃-nig₂-sa₆-ga', 'None'), ""['source', 'recipient']"", 6), (('ur-{d}šul-pa-e₃', 'None'), ""['intermediary']"", 8), (('lu₂-{d}ig-alim', 'None'), ""['intermediary']"", 0), (('a-al-la-mu', 'None'), ""['source']"", 5)]"
136231,"[(('be-li₂-a-ri₂-ik', 'None'), ""['new owner']"", 12), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 2144), (('ša₃-ta-ku₃-zu', 'ragaba[rider]'), ""['representative']"", 3), (('{d}utu-du₁₀', 'ragaba[rider]'), ""['representative']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 580), (('be-li₂-i₃-li₂', 'ragaba[rider]'), ""['representative']"", 1)]"
125831,"[(('šeš-da-da', 'None'), ""['new owner']"", 1), (('kur-giri₃-ni-še₃', 'None'), ""['new owner']"", 8), (('ARAD₂-mu', 'None'), ""['new owner']"", 383), (('a-a-kal-la', 'None'), ""['representative']"", 93), (('na-sa₆', 'PN'), ""['source']"", 132), (('ur-mes', 'šagia[cup-bearer]'), ""['new owner']"", 1)]"
433577,"[(('er₃-ra-na-da', 'None'), ""['representative']"", 26), (('a-hu-ni', 'PN'), ""['source']"", 10), (('lugal-ma₂-gur₈-re', 'None'), ""['representative']"", 50), (('lugal-i₃-mah', 'šagia[cup-bearer]'), ""['intermediary']"", 7), (('lugal-inim-gi-na', 'None'), ""['intermediary']"", 8)]"
390983,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 167), (('a₂-bi₂-la-ša', 'None'), ""['new owner']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 732), (('lugal-inim-gi-na', 'None'), ""['new owner']"", 7), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 29)]"
211821,"[(('nu-ur₂-{d}suen', 'dubsar[scribe]'), ""['intermediary']"", 208), (('be-li₂-i₃-li₂', 'None'), ""['representative']"", 67), (('ur-{d}amar-{d}suen', 'None'), ""['representative']"", 1), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 246), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 48)]"
128112,"[(('a-hu-we-er', 'None'), ""['source']"", 213), (('{d}šul-gi-al-mah', 'dubsar[scribe]'), ""['intermediary']"", 2), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 42), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 43), (('{d}šul-gi-al-mah', 'None'), ""['intermediary']"", 1)]"
131591,"[(('lugal-i₃-mah', 'šagia[cup-bearer]'), ""['representative']"", 3), (('lu₂-sukkal', 'šagia[cup-bearer]'), ""['representative']"", 1), (('en-{d}nanše-ki-ag₂', 'None'), ""['representative']"", 1), (('uš-mu', 'šagia[cup-bearer]'), ""['representative']"", 1), (('na-sa₆', 'PN'), ""['source']"", 141)]"
116167,"[(('i₃-lal₃-lum', 'None'), ""['representative']"", 13), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 990), (('ša₃-ta-ku₃-zu', 'ragaba[rider]'), ""['representative']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 233), (('a-a-kal-la', 'None'), ""['representative']"", 49)]"
469537,"[(('šeš-kal-la', 'dumu[child]'), ""['new owner']"", 1), (('ur-mu', 'None'), ""['new owner']"", 6), (('šar-ru-um-ba-ni', 'None'), ""['new owner']"", 5), (('na-sa₆', 'PN'), ""['source']"", 177), (('a-mur-e₂-a', 'None'), ""['new owner']"", 11)]"
142576,"[(('lu₂-{d}da-mu', 'sukkal[secretary]'), ""['intermediary']"", 5), (('pa₂-pa₂-an-še-en', 'None'), ""['representative']"", 0), (('pa₂-pa₂-an-še-en', 'None'), ""['representative']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 803), (('ARAD₂-mu', 'None'), ""['representative']"", 804), (('nu-ur₂-{d}suen', 'šagia[cup-bearer]'), ""['intermediary']"", 8)]"
134778,"[(('nu-ur₂-i₃-li₂', 'None'), ""['source', 'recipient']"", 16), (('nu-ur₂-i₃-li₂', 'None'), ""['source', 'recipient']"", 17), (('u₄-de₃-nig₂-sa₆-ga', 'None'), ""['source', 'recipient']"", 7), (('u₄-de₃-nig₂-sa₆-ga', 'None'), ""['source', 'recipient']"", 8), (('sa₃-si₂', 'None'), ""['source']"", 59)]"
405455,"[(('kas₃-pu-ša', 'šagia[cup-bearer]'), ""['representative']"", 10), (('lu₂-{d}nin-šubur', 'dubsar[scribe]'), ""['intermediary']"", 12), (('ARAD₂-mu', 'None'), ""['representative']"", 734), (('ARAD₂-mu', 'None'), ""['representative']"", 735), (('{d}suen-a-bu-šu', 'šagia[cup-bearer]'), ""['representative']"", 33), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 27), (('na-lu₅', 'PN'), ""['source']"", 52)]"
126001,"[(('ur-{d}nanše', 'None'), ""['intermediary']"", 21), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 92), (('lugal-he₂-gal₂', 'None'), ""['intermediary']"", 6), (('sa₃-si₂', 'None'), ""['intermediary']"", 38), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 17), (('ur-{d}lamma', 'None'), ""['intermediary']"", 10)]"
107970,"[(('uri₅{ki}-ki-du₁₀', 'muhaldim[cook]'), ""['intermediary']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 158), (('{d}nanna-kam', 'sukkal[secretary]'), ""['intermediary']"", 8), (('{d}šul-gi-i₃-li₂', 'PN'), ""['source']"", 4), (('{d}nin-lil₂-zi-mu', 'None'), ""['representative']"", 2), (('nu-ur₂-{d}suen', 'šatam[official]'), ""['intermediary']"", 3)]"
135033,"[(('lugal-a₂-zi-da', 'None'), ""['new owner']"", 5), (('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 47), (('šeš-da-da', 'FN'), ""['new owner']"", 67), (('lu₂-sa₆-ga', 'None'), ""['new owner']"", 56), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 18), (('za-ri₂-iq', 'None'), ""['new owner']"", 5)]"
108787,"[(('ur-nigar{gar}', 'None'), ""['recipient']"", 168), (('šu-{d}nin-šubur', 'None'), ""['new owner']"", 1), (('ur-nigar', 'None'), ""['new owner']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 178), (('a-a-kal-la', 'None'), ""['representative']"", 34), (('ad-da-tur', 'None'), ""['new owner']"", 3), (('na-sa₆', 'PN'), ""['source']"", 45)]"
131574,"[(('i₃-lal₃-lum', 'None'), ""['representative']"", 35), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 1908), (('u₂-la-i₃-li₂-iš', 'None'), ""['representative']"", 5), (('ša₃-ta-ku₃-zu', 'None'), ""['representative']"", 4), (('u₂-ta₂-mi-šar-ra-am', 'None'), ""['representative']"", 160)]"
211933,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2889), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 557), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 558), (('{d}nanše-kam', 'None'), ""['source']"", 21), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 193)]"
125964,"[(('na-ra-am-{d}iškur', 'sukkal[secretary]'), ""['intermediary']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 414), (('li-i₃-si-in', 'None'), ""['representative']"", 4), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 143), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 26)]"
128938,"[(('ur-mes', 'None'), ""['intermediary']"", 145), (('a-hu-we-er', 'None'), ""['source']"", 223), (('ur-uš-gid₂-da', 'None'), ""['intermediary']"", 20), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 798), (('ur-{d}lugal-banda₃{da}', 'None'), ""['intermediary']"", 15), (('kur-bi-la-ak', 'None'), ""['source']"", 12), (('na-lu₅', 'None'), ""['intermediary']"", 690)]"
123591,"[(('pe-ru-ru-ti', 'None'), ""['new owner']"", 0), (('i-šar-ra-ma-aš', 'None'), ""['new owner']"", 3), (('šeš-da-da', 'FN'), ""['new owner']"", 45), (('a-a-kal-la', 'None'), ""['representative']"", 64), (('na-sa₆', 'PN'), ""['source']"", 101)]"
115911,"[(('i-din-e₂-a', 'None'), ""['source']"", 0), (('lu₂-{d}inanna', 'None'), ""['source']"", 3), (('šeš-šeš', 'None'), ""['source']"", 1), (('i-bi₂', 'None'), ""['source']"", 0), (('nam-ha-ni', 'None'), ""['source']"", 6), (('a-a-kal-la', 'None'), ""['source']"", 48), (('lu₂-{d}dumu-zi-da', 'None'), ""['source']"", 1), (('nar-zi', 'None'), ""['source']"", 0), (('ur-{d}dumu-zi-da', 'None'), ""['source']"", 8)]"
109240,"[(('da-a-a-ni', 'None'), ""['representative']"", 3), (('ARAD₂-mu', 'None'), ""['representative']"", 180), (('a-a-kal-la', 'None'), ""['representative']"", 36), (('lu₂-[dingir]-ra', 'None'), ""['source']"", 0), (('šu-{d}iškur', 'sipad[shepherd]'), ""['intermediary']"", 1)]"
116195,"[(('be-li₂-a-ri₂-ik', 'None'), ""['new owner']"", 2), (('eš₁₈-dar-il-šu', 'None'), ""['new owner']"", 0), (('šu-{d}suen', 'None'), ""['new owner']"", 3), (('šu-{d}suen', 'None'), ""['new owner']"", 4), (('šu-{d}suen', 'None'), ""['new owner']"", 5), (('du-uk-ra]', 'None'), ""['new owner']"", 0), (('du-uk-ra]', 'None'), ""['new owner']"", 1), (('be-li₂-i₃-li₂', 'None'), ""['representative']"", 27), (('lugal-ma₂-gur₈-re', 'None'), ""['new owner']"", 24), (('[a-a-kal-la', 'None'), ""['representative']"", 0), (('[a-a-kal-la', 'None'), ""['representative']"", 1), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 81), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 82), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 236), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 237), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 238), (('[ARAD₂-mu', 'None'), ""['representative']"", 0), (('a-a-kal-la', 'None'), ""['representative']"", 50), (('a-a-kal-la', 'None'), ""['representative']"", 51), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 96), (('lu₂-{d}nanna', 'šagia[cup-bearer]'), ""['new owner']"", 2), (('ze₂-na-na', 'None'), ""['new owner']"", 1), (('ur-{d}en-gal-du-du', 'None'), ""['new owner']"", 1), (('{d}nanna-ki-ag₂', 'šabra[administrator]'), ""['new owner']"", 1), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 13), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 14), (('tah-ša-tal', 'ragaba[rider]'), ""['intermediary']"", 1), (('wa-ta₂-ru-um', 'FN'), ""['new owner']"", 10), (('wa-ta₂-ru-um', 'FN'), ""['new owner']"", 11), (('nu-i₃-da', 'None'), ""['new owner']"", 6), (('du-uk-ra', 'None'), ""['new owner']"", 0), (('[maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 0), (('[maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 1)]"
332185,"[(('a-da-tum', 'None'), ""['new owner']"", 5), (('šeš-kal-la', 'udul[herdsman]'), ""['new owner']"", 3), (('šeš-da-da', 'FN'), ""['new owner']"", 78), (('ARAD₂-mu', 'None'), ""['representative']"", 720), (('šar-ru-um-i₃-li₂', 'nubanda[overseer]'), ""['new owner']"", 3), (('gu₃-de₂-a', 'None'), ""['new owner']"", 8)]"
120014,"[(('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 63), (('ur-{d}[...]', 'None'), ""['new owner']"", 3), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 95), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 103), (('ur-[...]', 'None'), ""['new owner']"", 5)]"
218245,"[(('sa₃-si₂', 'None'), ""['source']"", 72), (('sa₃-si₂', 'None'), ""['source']"", 73), (('ur-sukkal', 'None'), ""['source']"", 7), (('du-du', 'None'), ""['source']"", 3), (('hu-nu-nu-ur', 'None'), ""['source']"", 8)]"
116900,"[(('ma-šum', 'dubsar[scribe]'), ""['intermediary']"", 1), (('{d}nanna-kam', 'sukkal[secretary]'), ""['representative']"", 12), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 9), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 324), (('en-um-{d}iškur', 'None'), ""['representative']"", 3)]"
