,Name,id_word,role,profession,CDLI No
34883,na-lu₅[]PN,P414454.6.1,recipient,,P414454
34884,ab-ba-sa₆-ga-ta[]PN,P103587.5.2,source,,P103587
34885,a-hu-we-er[]PN,P103587.6.1,recipient,,P103587
34886,a-a-dingir-mu[]PN,P142158.15.2,intermediary,šagia[cup-bearer]N,P142158
34887,ur-{d}ig-alim[]PN,P142158.16.2,intermediary,kurušda[fattener]N,P142158
34888,ba-sa₆[]PN,P142158.17.3,intermediary,,P142158
34889,na-lu₅-ta[]PN,P107717.9.2,source,,P107717
34890,šer₃{er}-še-ru-um[]PN,P123419.7.1,,,P123419
34891,{d}be-la-at-suh-ner[]PN,P123419.9.2,,,P123419
34892,{d}be-la-at-dar-ra-ba-an[]PN,P123419.10.2,,,P123419
34893,be-li₂-ba-ni[]PN,P123419.12.2,intermediary,,P123419
34894,ur-{d}nanna-ta[]PN,P109774.7.2,source,,P109774
34895,{d}šul-gi-iri-mu[]PN,P109774.9.1,recipient,,P109774
34896,lu₂-dingir-ra-ta[]PN,P131913.7.2,source,,P131913
34897,{d}šul-gi-iri-mu[]PN,P131913.9.1,recipient,,P131913
34898,na-sa₆-ta[]PN,P123312.13.2,source,,P123312
34899,ur-nigar{gar}[]PN,P123312.14.1,recipient,,P123312
34900,ab-ba-sa₆-ga-ta[]PN,P303456.5.2,source,,P303456
34901,in-ta-e₃-a[]PN,P303456.6.1,recipient,,P303456
34902,lugal-geškim-zi[]PN,P104133.5.2,,,P104133
34903,an-nu-ni-tum[]PN,P104133.7.4,,,P104133
34904,šu-ma-ma[]PN,P104133.20.2,,ensik[ruler]N,P104133
34905,ur-{d}ba-ba₆[]PN,P104133.21.1,,kuš[official]N,P104133
34906,ur-ku₃-nun-na-ta[]PN,P104133.22.2,source,,P104133
34907,ab-ba-sa₆-ga-ta[]PN,P123919.6.2,source,,P123919
34908,in-ta-e₃-a[]PN,P123919.8.1,recipient,,P123919
34909,lu₂-{d}nanna[]PN,P103099.5.2,,,P103099
34910,{d}nanna-ku₃-zu[]PN,P103099.5.4,,,P103099
34911,ba-ba-ti[]PN,P103099.10.1,,,P103099
34912,me-ru-ru-ti[]PN,P103099.13.1,,,P103099
34913,ba-ba-ti[]PN,P103099.16.1,,,P103099
34914,{d}šul-gi-{d}lamma-mu[]PN,P103099.19.1,new owner,,P103099
34915,{d}en-lil₂-la₂[]PN,P115497.10.2,,,P115497
34916,er₃-ra-na-da[]PN,P134687.6.1,representative,,P134687
34917,ab-ba-sa₆-ga-ta[]PN,P134687.9.2,source,,P134687
34918,{d}amar-{d}suen[]PN,P134687.11.2,,lugal[king]N,P134687
34919,a-da-lal₃[]PN,P123830.5.1,,kuš[official]N,P123830
34920,i₃-li₂-dan[]PN,P123830.7.1,,,P123830
34921,ki-na-mu-še₃[]PN,P123830.8.3,,,P123830
34922,i-ri-ib[]PN,P123830.9.3,,,P123830
34923,ur-{d}bil₂-sag[]PN,P123830.11.1,,ugula[overseer]N,P123830
34924,suhuš-ki-in[]PN,P123830.14.1,,,P123830
34925,ur-mes[]PN,P123830.16.1,,ensik[ruler]N,P123830
34926,eš₁₈-dar-dingir-šu[]PN,P123830.17.3,,,P123830
34927,pa₂-li-lum[]PN,P123830.18.3,,,P123830
34928,gu₃-de₂-a[]PN,P123830.19.3,,damgar[merchant]N,P123830
34929,ab-ba-sa₆-ga[]PN,P123830.22.1,new owner,,P123830
34930,ab-ba-sa₆-ga-ta[]PN,P131982.5.2,source,,P131982
34931,in-ta-e₃-a[]PN,P131982.7.1,recipient,,P131982
34932,šu-{d}en-lil₂[]PN,P321080.11.1,,,P321080
34933,{d}suen-a-bu-šu[]PN,P321080.15.1,representative,,P321080
34934,a-na-ti[]PN,P321080.17.1,,,P321080
34935,e₂-a-ni-ša[]PN,P321080.19.1,,,P321080
34936,li-bur-si₂-im-ti[]PN,P321080.25.1,,,P321080
34937,inim-zu-ha-ra-kal[]PN,P321080.26.1,representative,,P321080
34938,ama-bara₂[]PN,P321080.29.1,,,P321080
34939,inim-zu-ha-ra-kal[]PN,P321080.30.1,representative,,P321080
34940,inim-{d}šara₂[]PN,P321080.32.1,,dubsar[scribe]N,P321080
34941,{d}šara₂-kam[]PN,P321080.41.1,,,P321080
34942,šu-{d}inanna[]PN,P321080.46.4,representative,,P321080
34943,šeš-kal-la[]PN,P321080.49.1,,,P321080
34944,{d}šul-gi-si₂-im-ti[]PN,P321080.51.1,,,P321080
34945,a-hu-we-er[]PN,P109626.9.2,,,P109626
34946,{d}šul-gi-iri-mu[]PN,P109626.10.1,recipient,,P109626
34947,lugal-me-lam₂-ta[]PN,P124930.28.2,source,,P124930
34948,ur-mes[]PN,P143939.6.2,new owner,ensik[ruler]N,P143939
34949,lugal-ma₂-gur₈-re[]PN,P143939.7.1,,sukkal[secretary]N,P143939
34950,ur-nigar{gar}[]PN,P143939.10.2,intermediary,sukkal[secretary]N,P143939
34951,ab-ba-sa₆-ga-ta[]PN,P143939.12.2,source,,P143939
34952,{d}en-lil₂-la₂[]PN,P143939.14.3,,,P143939
34953,lu₂-dingir-ra[]PN,P102552.9.1,recipient,,P102552
34954,{d}en-lil₂-la₂[]PN,P102552.12.3,,,P102552
34955,ur-nigar{gar}[]PN,P103017.9.2,,,P103017
34956,na-lu₅-ta[]PN,P144468.4.2,source,,P144468
34957,ur-šu-ga-lam-ma-ta[]PN,P144468.6.2,source,,P144468
34958,na-we-er-dingir-ta[]PN,P144468.11.2,source,,P144468
34959,ba-ba-ti[]PN,P144468.12.1,recipient,,P144468
34960,lugal-iti-da[]PN,P144468.24.1,,dubsar[scribe]N,P144468
34961,šeš-kal-la[]PN,P144468.26.2,,arad[slave]N,P144468
34962,a-bi₂-si₂-im-ti[]PN,P105196.6.1,,,P105196
34963,be-li₂-i₃-li₂[]PN,P105196.7.1,,,P105196
34964,in-ta-e₃-a-ta[]PN,P105196.11.2,source,,P105196
34965,{d}nanna-ma-ba[]PN,P105196.12.2,intermediary,dubsar[scribe]N,P105196
34966,wa-ta₂-ru-um[]PN,P404809.4.1,,saŋŋa[official]N,P404809
34967,al-la-mu[]PN,P404809.6.1,,,P404809
34968,lugal-uri₃[]PN,P404809.8.1,,,P404809
34969,{d}šul-gi-a-bi₂[]PN,P404809.11.1,,,P404809
34970,ab-ba-sa₆-ga[]PN,P404809.14.1,new owner,,P404809
34971,en-unu₆-gal-{d}inanna[]PN,P404809.16.2,,,P404809
34972,ur-ku₃-nun-na[]PN,P212055.6.1,new owner,,P212055
34973,{d}nanše-GIR₂@g-gal[]PN,P303581.6.1,representative,,P303581
34974,na-lu₅[]PN,P303581.10.2,,,P303581
34975,na-lu₅-ta[]PN,P303546.7.2,source,,P303546
34976,ur-nigar{gar}[]PN,P303546.9.1,recipient,,P303546
34977,lugal-banda₃[]PN,P125716.6.4,,,P125716
34978,{d}nin-ti₂-ug₅-ga[]PN,P125716.7.4,,,P125716
34979,lu₂-sa₆-ga-ta[]PN,P125716.9.2,source,,P125716
34980,{d}en-lil₂-la₂[]PN,P125716.12.2,,,P125716
34981,{d}en-lil₂-la₂[]PN,P125716.17.1,,,P125716
34982,i₃-kal-la[]PN,P125716.18.2,,sipad[shepherd]N,P125716
34983,a-bu-du₁₀[]PN,P105197.4.1,,lu[person]N,P105197
34984,i₃-li₂-be-li₂[]PN,P105197.5.2,intermediary,sukkal[secretary]N,P105197
34985,ar-pa₂-tal[]PN,P105197.8.1,,lu[person]N,P105197
34986,šu-eš₁₈-dar[]PN,P105197.10.2,intermediary,sukkal[secretary]N,P105197
34987,ARAD₂-mu[]PN,P105197.12.1,representative,,P105197
34988,zu-ba-ga-ta[]PN,P105197.14.2,source,,P105197
34989,ad-da-kal-la[]PN,P105197.15.2,intermediary,dubsar[scribe]N,P105197
34990,ur-ku₃-nun-na-ta[]PN,P128930.17.2,source,,P128930
34991,ur-{d}šul-pa-e₃[]PN,P128930.27.1,,dubsar[scribe]N,P128930
34992,ur-{d}ha-ia₃[]PN,P128930.29.2,,,P128930
34993,šu-ku-bu-um[]PN,P126330.4.1,,,P126330
34994,{d}šul-gi-si₂-im-tum[]PN,P126330.7.2,new owner,,P126330
34995,a₂-bi₂-la-tum[]PN,P126330.8.1,recipient,,P126330
34996,ur-{d}šul-gi-ra[]PN,P123650.7.1,representative,,P123650
34997,šu-{d}en-lil₂[]PN,P123650.8.2,new owner,,P123650
34998,{d}nanše-GIR₂@g-gal[]PN,P123650.11.1,representative,,P123650
34999,dingir-ba-ni[]PN,P123650.16.1,,sipad[shepherd]N,P123650
35000,{d}šul-gi-si₂-im-tum[]PN,P109138.11.1,new owner,,P109138
35001,ur-ku₃-nun-na-ta[]PN,P107954.11.2,source,,P107954
35002,ur-{d}šul-pa-e₃[]PN,P107954.19.1,,dubsar[scribe]N,P107954
35003,ur-{d}ha-ia₃[]PN,P107954.21.2,,arad[slave]N,P107954
35004,sa₃-si₂[]PN,P124915.4.2,intermediary,,P124915
35005,ur-mes[]PN,P124915.6.2,intermediary,,P124915
35006,al-la-mu[]PN,P124915.8.2,intermediary,,P124915
35007,šu-i₃-li₂[]PN,P124915.10.2,intermediary,,P124915
35008,ur-{d}nanše[]PN,P124915.12.2,intermediary,,P124915
35009,ur-šu-ga-lam-ma[]PN,P124915.15.2,intermediary,,P124915
35010,ur-ku₃-nun-na[]PN,P124915.18.2,intermediary,,P124915
35011,nu-ur₂-{d}suen[]PN,P124915.21.2,recipient,,P124915
35012,ur-ku₃-nun-na-ta[]PN,P124915.37.2,source,,P124915
35013,er₂-kal-la[]PN,P125941.4.3,,,P125941
35014,šu-{d}en-lil₂[]PN,P125941.5.3,,,P125941
35015,a-na-ti[]PN,P125941.6.3,,,P125941
35016,ma-at-i₃-li₂[]PN,P125941.10.3,,,P125941
35017,a-da-lal₃[]PN,P125941.11.4,,,P125941
35018,{d}ba-ba₆-i₃-zu[]PN,P125941.13.3,,,P125941
35019,ur-zikum-ma[]PN,P125941.15.3,,,P125941
35020,ur-mes[]PN,P125941.18.1,recipient,,P125941
35021,a-gu-a[]PN,P125941.19.3,,,P125941
35022,ur-sa₆-ga[]PN,P125941.20.1,recipient,,P125941
35023,u₃-zi-nu-ri[]PN,P125941.21.3,,dubsar[scribe]N,P125941
35024,ur-{d}en-ki[]PN,P125941.22.2,,,P125941
35025,be-li₂-a-zu[]PN,P125941.24.1,recipient,,P125941
35026,du-šu-mu-um[]PN,P125941.26.5,,,P125941
35027,bu-HI-SIG₇-a[]PN,P125941.27.3,,,P125941
35028,ma-at-dingir[]PN,P125941.28.5,,,P125941
35029,u₂-ša-ak-li₂-il[]PN,P125941.29.5,,,P125941
35030,ša-lim-a-hu-um[]PN,P125941.30.2,,,P125941
35031,la-gi-ip[]PN,P125941.36.3,,,P125941
35032,ur-sa₆-ga[]PN,P125941.37.1,recipient,,P125941
35033,ur-{d}gilgamesₓ(|BIL₃.GA.MES|)[]PN,P125941.38.3,,,P125941
35034,lu₂-{d}nin-šubur[]PN,P125941.39.2,,,P125941
35035,im-ti-dam[]PN,P125941.42.4,,,P125941
35036,nu-ur₂-eš₁₈-dar[]PN,P125941.45.3,,,P125941
35037,i₃-li₂-aš-ra-ni[]PN,P125941.46.3,,,P125941
35038,i-din-{d}suen[]PN,P125941.50.1,recipient,,P125941
35039,na-ra-am-i₃-li₂-ta[]PN,P106417.6.2,source,,P106417
35040,er₃-ra-ba-ni[]PN,P106417.10.2,intermediary,,P106417
35041,ab-ba-sa₆-ga-ta[]PN,P235928.6.2,source,,P235928
35042,a-hu-we-er[]PN,P235928.7.1,recipient,,P235928
35043,ab-ba-sa₆-ga-ta[]PN,P123903.5.2,source,,P123903
35044,{d}šul-gi-a-a-mu[]PN,P123903.6.1,recipient,,P123903
35045,ab-ba-sa₆-ga-ta[]PN,P212182.7.2,source,,P212182
35046,in-ta-e₃-a[]PN,P212182.9.1,recipient,,P212182
35047,hu-li-bar[]PN,P118470.4.1,,ensik[ruler]N,P118470
35048,giri₃-ni-i₃-sa₆[]PN,P118470.6.2,intermediary,,P118470
35049,ARAD₂-mu[]PN,P118470.14.1,representative,,P118470
35050,nu-ur₂-{d}iškur[]PN,P118470.17.2,intermediary,dubsar[scribe]N,P118470
35051,ab-ba-sa₆-ga-ta[]PN,P128634.5.2,source,,P128634
35052,lu₂-dingir-ra[]PN,P128634.6.1,recipient,,P128634
35053,i₃-lal₃-lum[]PN,P103380.10.2,intermediary,,P103380
35054,lu₂-dingir-ra[]PN,P103380.11.1,recipient,,P103380
35055,ab-ba-sa₆-ga-ta[]PN,P103373.7.2,source,,P103373
35056,na-lu₅[]PN,P103373.8.1,recipient,,P103373
35057,lugal-ma₂-gur₈-re[]PN,P105963.4.1,,,P105963
35058,dingir-dan[]PN,P105963.5.1,,sukkal[secretary]N,P105963
35059,lugal-amar-ku₃-ta[]PN,P105963.8.2,source,,P105963
35060,{d}šul-gi-zi-mu[]PN,P117290.7.1,,,P117290
35061,šeš-kal-la[]PN,P117290.8.3,,,P117290
35062,šar-ru-um-i₃-li₂[]PN,P117290.15.1,,,P117290
35063,na-lu₅[]PN,P117290.16.3,recipient,,P117290
35064,i-din-er₃-ra[]PN,P101791.5.1,,,P101791
35065,{d}be-la-at-suh-ner[]PN,P469858.6.2,,,P469858
35066,{d}be-la-at-dar-ra-ba-an[]PN,P469858.7.2,,,P469858
35067,ur-{d}lugal-edin-ka[]PN,P469858.10.2,,,P469858
35068,lu₂-dingir-ra-ta[]PN,P124221.12.2,source,,P124221
35069,ur-{d}nin-geš-zi-da[]PN,P124221.17.1,,dubsar[scribe]N,P124221
35070,i₃-kal-la[]PN,P124221.19.2,,,P124221
35071,ab-ba-sa₆-ga-ta[]PN,P101007.17.2,source,,P101007
35072,lu₂-sa₆-ga[]PN,P101007.18.1,recipient,,P101007
35073,šeš-zi-mu[]PN,P123455.6.1,,,P123455
35074,ur-{d}nin-gal[]PN,P123455.8.1,,,P123455
35075,lu₂-{d}nanna[]PN,P123455.9.6,,saŋŋa[official]N,P123455
35076,lu₂-{d}nanna[]PN,P123455.12.1,,šabra[administrator]N,P123455
35077,lu₂-du₁₀-ga[]PN,P123455.13.6,,,P123455
35078,lu₂-bala-sa₆-ga[]PN,P123455.15.3,,,P123455
35079,ur-{d}nin-sun₂[]PN,P123455.16.3,,,P123455
35080,šeš-šeš-mu[]PN,P123455.17.3,,,P123455
35081,lu₂-gu-la[]PN,P123455.19.3,,,P123455
35082,ur-{d}nin-geš-zi-da[]PN,P123455.20.3,,,P123455
35083,lu₂-{d}ašnan[]PN,P123455.21.3,,,P123455
35084,ni-ba-ba[]PN,P123455.22.3,,,P123455
35085,en-ša₃-ku₃-ge[]PN,P123455.23.3,,,P123455
35086,lugal-inim-gi-na[]PN,P123455.24.3,,,P123455
35087,ur-{d}šul-pa-e₃[]PN,P123455.25.3,,,P123455
35088,na-sa₆[]PN,P123455.30.1,new owner,,P123455
35089,{d}nanna-lu₂-du₁₀[]PN,P116888.4.2,new owner,,P116888
35090,ur-sukkal[]PN,P116888.7.2,new owner,šagia[cup-bearer]N,P116888
35091,ur-{d}suen[]PN,P116888.17.2,new owner,,P116888
35092,ba-mu[]PN,P116888.18.1,representative,,P116888
35093,{d}be-la-at-suh-ner[]PN,P101351.11.2,,,P101351
35094,{d}be-la-at-dar-ra-ba-an[]PN,P101351.12.2,,,P101351
35095,ma-šum[]PN,P101351.13.1,representative,,P101351
35096,a-hu-ni[]PN,P320812.10.1,recipient,,P320812
35097,{d}amar-{d}suen[]PN,P320812.12.2,,lugal[king]N,P320812
35098,ab-ba-sa₆-ga-ta[]PN,P103414.5.2,source,,P103414
35099,in-ta-e₃-a[]PN,P103414.6.1,recipient,,P103414
35100,mar-da-mu-um[]PN,P100988.6.1,,,P100988
35101,i-wu-mu-ti[]PN,P100988.8.1,,,P100988
35102,ap-ki-da[]PN,P100988.9.5,,,P100988
35103,ur-{d}suen[]PN,P100988.12.4,,,P100988
35104,šar-ru-um-i₃-li₂[]PN,P100988.14.1,,kuš[official]N,P100988
35105,i-ti-ib-si-na-at[]PN,P100988.16.3,,,P100988
35106,in-ta-e₃-a[]PN,P100988.20.3,,,P100988
35107,la-ma-har[]PN,P100988.21.3,,nubanda[overseer]N,P100988
35108,dingir-a-zu[]PN,P100988.22.3,,nubanda[overseer]N,P100988
35109,ta₂-hi-še-en[]PN,P100988.23.3,,nubanda[overseer]N,P100988
35110,bur-{d}iškur[]PN,P100988.24.3,,nubanda[overseer]N,P100988
35111,šu-{d}en-lil₂[]PN,P100988.27.1,,,P100988
35112,ARAD₂-mu[]PN,P100988.29.3,,,P100988
35113,ab-ba-sa₆-ga-ta[]PN,P128151.5.2,source,,P128151
35114,na-lu₅[]PN,P128151.6.1,recipient,,P128151
35115,in-ta-e₃-a-ta[]PN,P469854.4.2,source,,P469854
35116,ur-ku₃-nun-na[]PN,P469854.5.1,recipient,,P469854
35117,{d}i-bi₂-{d}suen[]PN,P469854.10.2,,lugal[king]N,P469854
35118,ur-ku₃-nun-na[]PN,P469854.18.1,,dubsar[scribe]N,P469854
35119,lu₂-{d}nin-gir₂-su[]PN,P469854.20.2,,kurušda[fattener]N,P469854
35120,ur-{d}šul-gi[]PN,P211600.6.1,representative,,P211600
35121,ur-e₂-an-na[]PN,P135113.7.2,intermediary,sukkal[secretary]N,P135113
35122,ARAD₂-mu[]PN,P135113.9.1,representative,,P135113
35123,ur-e₂-an-na[]PN,P135113.20.1,,sukkal[secretary]N,P135113
35124,lu₂-dingir-ra[]PN,P290366.14.1,,agaʾus[soldier]N,P290366
35125,ARAD₂-hul₃-la[]PN,P290366.16.2,,nubanda[overseer]N,P290366
35126,lu₂-dingir-ra-ta[]PN,P109718.6.2,source,,P109718
35127,{d}šul-gi-iri-mu[]PN,P109718.8.1,recipient,,P109718
35128,{d}en-ki-nin-ul-gur₃[]PN,P303508.5.4,,,P303508
35129,na-lu₅-ta[]PN,P303508.11.2,source,,P303508
35130,lu₂-kar-zi-da[]PN,P303508.14.2,intermediary,dubsar[scribe]N,P303508
35131,wa-ta₂-ru-um[]PN,P124022.5.2,new owner,saŋŋa[official]N,P124022
35132,maš-tur[]PN,P124022.6.1,,šagia[cup-bearer]N,P124022
35133,ab-ba-sa₆-ga-ta[]PN,P124022.9.2,source,,P124022
35134,ab-ba-sa₆-ga-ta[]PN,P320615.5.2,source,,P320615
35135,in-ta-e₃-a[]PN,P320615.6.1,recipient,,P320615
35136,in-ta-e₃-a-ta[]PN,P143506.5.2,source,,P143506
35137,šu-e₂-a[]PN,P143506.6.1,,kuš[official]N,P143506
35138,du-u₂-du-ta[]PN,P105132.6.2,source,,P105132
35139,{d}šul-gi-iri-mu[]PN,P105132.8.1,recipient,,P105132
35140,lugal-ezem[]PN,P115912.4.2,,,P115912
35141,a-bi₂-si₂-im-ti[]PN,P115912.5.2,intermediary,,P115912
35142,{d}nanše-GIR₂@g-gal[]PN,P125827.6.1,representative,,P125827
35143,hu-un-{d}šul-gi[]PN,P125827.11.1,,,P125827
35144,gu-du-me-ri-iš[]PN,P125827.14.2,,,P125827
35145,ARAD₂-mu[]PN,P125827.15.1,representative,,P125827
35146,en-{d}gu-la[]PN,P125827.19.2,,,P125827
35147,lu₂-dingir-ra-ta[]PN,P129440.9.2,source,,P129440
35148,ur-nigar{gar}[]PN,P129440.10.1,recipient,,P129440
35149,{d}amar-{d}suen[]PN,P129440.13.2,,lugal[king]N,P129440
35150,in-za-mu[]PN,P235557.5.2,,unud[cowherd]N,P235557
35151,lugal-ma₂-gur₈-re-ta[]PN,P235557.8.2,source,,P235557
35152,AN[]PN,P235557.16.2,,,P235557
35153,ab-ba-sa₆-ga-ta[]PN,P103669.5.2,source,,P103669
35154,lu₂-dingir-ra[]PN,P103669.6.1,recipient,,P103669
35155,la-ma-har[]PN,P130315.8.1,,šagia[cup-bearer]N,P130315
35156,ur-{d}amar-{d}suen[]PN,P211687.8.1,,sukkal[secretary]N,P211687
35157,lu₂-sa₆-ga[]PN,P211687.13.2,intermediary,dubsar[scribe]N,P211687
35158,u₂-la-i₃-li₂-iš[]PN,P210529.5.2,intermediary,,P210529
35159,a-ba-{d}en-lil₂-gin₇-ta[]PN,P210529.7.2,source,,P210529
35160,u₂-la-i₃-li₂-iš[]PN,P210529.17.1,,šuʾi[barber]N,P210529
35161,be-li₂-ba-ni[]PN,P133904.10.2,intermediary,,P133904
35162,ab-ba-sa₆-ga-ta[]PN,P330443.7.2,source,,P330443
35163,in-ta-e₃-a[]PN,P330443.9.1,recipient,,P330443
35164,sa₃-si₂-ta[]PN,P117200.4.2,source,,P117200
35165,nu-ur₂-{d}iškur-ta[]PN,P117200.6.5,source,,P117200
35166,a-hu-we-er-ta[]PN,P117200.7.5,source,,P117200
35167,du-u₂-du-ta[]PN,P117200.8.5,source,,P117200
35168,lugal-i₃-sa₆-ta[]PN,P117200.10.4,source,,P117200
35169,in-ta-e₃-a-ta[]PN,P117200.11.4,source,,P117200
35170,šu-ad-mu-ta[]PN,P117200.12.5,source,,P117200
35171,lugal-amar-ku₃-ta[]PN,P117200.13.5,source,,P117200
35172,ur-{d}li₉-si₄-ta[]PN,P117200.14.4,source,,P117200
35173,lu₂-sa₆-ga-ta[]PN,P117200.15.4,source,,P117200
35174,lu₂-uru₁₁{ki}[]PN,P117200.16.4,,,P117200
35175,sa₃-si₂-ta[]PN,P117200.17.6,source,,P117200
35176,ur-ku₃-nun-na[]PN,P117200.21.4,,,P117200
35177,u₄-de₃-nig₂-sa₆-ga[]PN,P117200.23.5,,,P117200
35178,lu₂-sa₆-ga[]PN,P117200.24.4,,,P117200
35179,dingir-lu₂-sa₆[]PN,P117200.25.4,,,P117200
35180,a-hu-du₁₀[]PN,P117200.26.4,,kurušda[fattener]N,P117200
35181,ur-{d}ba-ba₆[]PN,P117200.27.4,,,P117200
35182,ur-nig₂[]PN,P117200.27.6,,,P117200
35183,ab-ba-kal-la[]PN,P117200.28.4,,,P117200
35184,lugal-iti-da[]PN,P117200.28.6,,,P117200
35185,ur-{d}ba-ba₆[]PN,P117200.30.4,,,P117200
35186,ab-ba-kal-la[]PN,P117200.34.2,,,P117200
35187,ab-ba-sa₆-ga-ta[]PN,P124999.7.2,source,,P124999
35188,ARAD₂-mu[]PN,P124999.9.1,recipient,,P124999
35189,en-dingir-mu[]PN,P320974.8.2,,,P320974
35190,ur-nigar{gar}[]PN,P320974.9.1,recipient,,P320974
35191,tu-ra-am-{d}da-gan-ta[]PN,P109700.8.2,source,,P109700
35192,{d}šara₂-kam[]PN,P123254.7.2,,,P123254
35193,{d}šul-gi-si₂-im-tum[]PN,P123254.15.2,new owner,,P123254
35194,a₂-bi₂-la-tum[]PN,P123254.16.1,recipient,,P123254
35195,ur-šu[]PN,P117171.5.2,,muhaldim[cook]N,P117171
35196,in-ta-e₃-a-ta[]PN,P117171.9.2,source,,P117171
35197,nu-ur₂-{d}suen[]PN,P117171.12.2,intermediary,,P117171
35198,tug₂-tug₂-a-tu-ta[]PN,P113640.4.2,source,,P113640
35199,šu-{d}šul-gi[]PN,P113640.5.1,,šuʾi[barber]N,P113640
35200,šu-{d}šul-gi[]PN,P113640.18.1,,šuʾi[barber]N,P113640
35201,ta₂-hi-iš-a-tal-ta[]PN,P124324.4.2,source,,P124324
35202,{d}šul-gi-mi-šar[]PN,P124324.7.1,recipient,,P124324
35203,in-ta-e₃-a-ta[]PN,P125664.5.2,source,,P125664
35204,ur-mes[]PN,P125664.11.1,,,P125664
35205,la-na[]PN,P125664.12.2,,kurušda[fattener]N,P125664
35206,na-lu₅-ta[]PN,P118309.29.2,source,,P118309
35207,na-sa₆[]PN,P118309.30.1,recipient,,P118309
35208,ma-šum[]PN,P145304.4.1,,šagia[cup-bearer]N,P145304
35209,du₁₀-mu[]PN,P145304.22.3,,,P145304
35210,in-ta-e₃-a[]PN,P145304.23.1,,,P145304
35211,{d}nin-lil₂-ama-mu[]PN,P109227.11.1,,,P109227
35212,u₂-la-i₃-li₂-iš[]PN,P109227.14.1,,,P109227
35213,nin-{d}nin-gubalag[]PN,P109227.15.4,,nar[musician]N,P109227
35214,ab-ba-sa₆-ga-ta[]PN,P109227.20.2,source,,P109227
35215,{d}nanna-ma-ba[]PN,P109227.21.2,intermediary,dubsar[scribe]N,P109227
35216,a-hu-ni-ta[]PN,P112252.15.2,source,,P112252
35217,ur-nigar{gar}[]PN,P112252.16.1,recipient,,P112252
35218,{d}amar-{d}suen[]PN,P112252.19.2,,lugal[king]N,P112252
35219,lu₂-dingir-ra-ta[]PN,P122779.17.2,source,,P122779
35220,ur-nigar{gar}[]PN,P122779.18.1,recipient,,P122779
35221,lugal-he₂-gal₂[]PN,P142902.5.2,intermediary,,P142902
35222,ur-ku₃-nun-na[]PN,P106334.40.2,new owner,,P106334
35223,{d}šul-gi-ra-ta[]PN,P116155.9.3,,,P116155
35224,šu-{d}iškur[]PN,P116155.10.1,,,P116155
35225,ha-la-aš-ka[]PN,P116155.11.2,recipient,,P116155
35226,šu-{d}iškur[]PN,P116155.16.1,,,P116155
35227,ha-la-aš-ti[]PN,P116155.17.2,,gudug[priest]N,P116155
35228,ka₅-a-mu[]PN,P131048.6.2,,,P131048
35229,in-ta-e₃-a-ta[]PN,P131048.7.2,source,,P131048
35230,ab-ba-kal-la[]PN,P131048.10.2,,,P131048
35231,lugal-nir-gal₂[]PN,P102933.4.1,,šabra[administrator]N,P102933
35232,maš-gu-la[]PN,P102933.7.1,recipient,,P102933
35233,an-na-hi-li[]PN,P115608.12.2,intermediary,,P115608
35234,i-di₃-i-šum[]PN,P104212.4.1,,nagada[herdsman]N,P104212
35235,dingir-ba-ni[]PN,P104212.5.3,,nagada[herdsman]N,P104212
35236,{d}iškur-ba-ni[]PN,P104212.9.1,,nagada[herdsman]N,P104212
35237,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P104212.25.2,,en[priest]N,P104212
35238,hu-li₂-bar[]PN,P114315.7.2,,ensik[ruler]N,P114315
35239,ur-{d}šar-ru-gin₇[]PN,P114315.9.2,intermediary,,P114315
35240,ša-at-{d}šul-gi[]PN,P114315.11.2,,,P114315
35241,ARAD₂-mu[]PN,P114315.14.1,representative,,P114315
35242,ur-{d}šul-pa-e₃[]PN,P114315.17.1,,muhaldim[cook]N,P114315
35243,nu-ur₂-{d}suen[]PN,P114315.20.2,intermediary,šagia[cup-bearer]N,P114315
35244,pa₂-pa₂-an-še-en[]PN,P114315.21.1,representative,,P114315
35245,šu-ma-ma-ta[]PN,P114315.23.2,source,,P114315
35246,ab-ba-sa₆-ga-ta[]PN,P143944.7.2,source,,P143944
35247,in-ta-e₃-a[]PN,P143944.8.1,recipient,,P143944
35248,{d}en-lil₂-la₂[]PN,P143944.12.5,,,P143944
35249,ab-ba-sa₆-ga-ta[]PN,P126241.14.2,source,,P126241
35250,{d}šul-gi-a-a-mu[]PN,P126241.15.1,recipient,,P126241
35251,{d}en-lil₂-la₂[]PN,P126241.18.3,,,P126241
35252,i-tu-tu-a-ta[]PN,P112185.6.2,source,,P112185
35253,ab-ba-sa₆-ga-ta[]PN,P210396.6.2,source,,P210396
35254,šu-ma-ma[]PN,P210396.7.1,recipient,,P210396
35255,lu₂-dingir-ra-ta[]PN,P143725.5.2,source,,P143725
35256,ur-nigar{gar}-ke₄[]PN,P143725.7.1,recipient,,P143725
35257,na-lu₅-ta[]PN,P101434.9.2,source,,P101434
35258,ur-nigar{gar}[]PN,P101434.10.1,recipient,,P101434
35259,{d}amar-{d}suen[]PN,P101434.13.2,,lugal[king]N,P101434
35260,ad-da-tur[]PN,P124858.6.1,,,P124858
35261,šeš-zi-mu[]PN,P124858.7.3,,,P124858
35262,ur-nigar{gar}[]PN,P124858.13.3,,,P124858
