name,role,profession,p id,year,processed year
in-ta-e₃-a,['source'],None,101338,Shu-Suen.07.10.00,82.1000
in-ta-e₃-a,['recipient'],None,101339,Shu-Suen.07.11.02,82.1102
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],101339,Shu-Suen.07.11.02,82.1102
a-ba-{d}en-lil₂-gin₇,['source'],None,101340,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101340,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101340,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101341,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101341,Shu-Suen.09.10.00,84.1000
in-ta-e₃-a,['source'],None,101342,Shu-Suen.09.12.25,84.1225
ur-ku₃-nun-na,['recipient'],None,101342,Shu-Suen.09.12.25,84.1225
in-ta-e₃-a,['recipient'],None,101343,Ibbi-Suen.01.03.11,85.0311
{d}suen-ba-la-lu,['intermediary'],None,101343,Ibbi-Suen.01.03.11,85.0311
la-diš-ip,['source'],None,101344,Ibbi-Suen.01.07.00,85.0700
ur-ku₃-nun-na,['recipient'],None,101344,Ibbi-Suen.01.07.00,85.0700
ur-ku₃-nun-na,['recipient'],None,101344,Ibbi-Suen.01.07.00,85.0700
a-la,['source'],None,101345,00.00.00.00,
ur-{d}ig-alim,['source'],None,101346,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101346,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,101346,Shu-Suen.09.10.00,84.1000
ur-x,['representative'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
nin-ga₂,['intermediary'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
a₂-bi₂-la-tum,['intermediary'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
tab-ba-da-ra-ah,['intermediary'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
nin-ga₂,['intermediary'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
ur-{d}dumu-zi-da,['intermediary'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
a-hi-ma,['source'],None,101348,Shulgi.33.09.00 (us2 year),51.0900
nam-ha-ni,['source'],None,101349,Shulgi.35.00.00 (us2 year),53.0000
ur-{d}dumu-zi-da,['representative'],None,101350,Shulgi.35.06.00 (us2 year),53.0600
ur-{d}dumu-zi-da,['representative'],None,101350,Shulgi.35.06.00 (us2 year),53.0600
ur-{d}dumu-zi-da,['representative'],None,101350,Shulgi.35.06.00 (us2 year),53.0600
nin-ga₂,['intermediary'],None,101350,Shulgi.35.06.00 (us2 year),53.0600
nin-ga₂,['intermediary'],None,101351,Shulgi.35.10.00 (us2 year),53.1000
ma-šum,['representative'],None,101351,Shulgi.35.10.00 (us2 year),53.1000
be-li₂-du₁₀,['source'],kurušda[fattener],101352,Shulgi.36.01.00 (us2-us2 year),54.0100
i-pi₅-iq-er₃-ra,['intermediary'],None,101354,Shulgi.36.04.00,54.0400
a₂-bi₂-li₂-a,['intermediary'],None,101354,Shulgi.36.04.00,54.0400
ma-šum,['representative'],None,101354,Shulgi.36.04.00,54.0400
lu₂-uru₁₁{ki},['intermediary'],sukkal[secretary],101355,"Shulgi.36.09.01, Shulgi.36.09.02",54.0901
be-li₂-du₁₀,['source'],kurušda[fattener],101356,Shulgi.37.05.00,55.0500
a₂-bi₂-la-ti,['intermediary'],None,101357,Shulgi.37.06.00,55.0600
ur-{d}dumu-zi-da,['representative'],None,101357,Shulgi.37.06.00,55.0600
be-li₂-du₁₀,['source'],kurušda[fattener],101357,Shulgi.37.06.00,55.0600
a₂-bi₂-li₂-a,['source'],None,101358,Shulgi.40.03.01 (us2 year),58.0301
be-li₂-ba-ni,['intermediary'],None,101358,Shulgi.40.03.01 (us2 year),58.0301
a₂-bi₂-li₂-a,['source'],None,101359,"Shulgi.41.09.06, Shulgi.41.09.10 (us2-us2 year)",59.0906
ma-šum,['intermediary'],None,101360,Shulgi.40.09.30 (us2 year),58.0930
a₂-bi₂-li₂-a,['source'],None,101360,Shulgi.40.09.30 (us2 year),58.0930
er₃-ra-ba-ni,['intermediary'],muhaldim[cook],101361,Shulgi.40.10.28 (us2 year),58.1028
a₂-bi₂-li₂-a,['source'],None,101361,Shulgi.40.10.28 (us2 year),58.1028
ma-šum,['intermediary'],None,101362,Shulgi.41.02.00 (us2-us2 year),59.0200
a₂-bi₂-li₂-a,['source'],None,101362,Shulgi.41.02.00 (us2-us2 year),59.0200
nin-ga₂,['intermediary'],None,101363,Shulgi.41.02.04 (us2-us2 year),59.0204
a₂-bi₂-li₂-a,['source'],None,101363,Shulgi.41.02.04 (us2-us2 year),59.0204
nin-ga₂,['intermediary'],None,101364,Shulgi.41.07.02 (us2-us2 year),59.0702
a₂-bi₂-li₂-a,['source'],None,101364,Shulgi.41.07.02 (us2-us2 year),59.0702
a₂-bi₂-la-tum,['source'],None,101365,"Shulgi.43.02.11, Shulgi.43.02.17",61.0211
a₂-bi₂-la-tum,['source'],None,101366,"Shulgi.43.10.04, Shulgi.43.10.05",61.1004
i-pi₅-iq-er₃-ra,['intermediary'],None,101367,"Shulgi.45.07.10 (us2 year), Shulgi.45.07.15 (us2 year)",63.0710
ur-{d}lugal-edin,['source'],None,101367,"Shulgi.45.07.10 (us2 year), Shulgi.45.07.15 (us2 year)",63.0710
ur-lugal,['intermediary'],None,101368,Shulgi.45.09.13,63.0913
ur-{d}lugal-edin-ka,['source'],None,101368,Shulgi.45.09.13,63.0913
ur-{d}lugal-edin-ka,['source'],None,101369,Shulgi.45.09.30,63.0930
ur-{d}lugal-edin-ka,['source'],None,101370,Shulgi.46.08.27,64.0827
nin-ga₂,['intermediary'],None,101371,"Shulgi.46.11.08, Shulgi.46.11.09",64.1108
ur-{d}lugal-edin,['source'],None,101371,"Shulgi.46.11.08, Shulgi.46.11.09",64.1108
nin-ga₂,['intermediary'],None,101372,Shulgi.46.11.15,64.1115
ur-{d}lugal-edin,['source'],None,101372,Shulgi.46.11.15,64.1115
ur-{d}lugal-edin-ka,['source'],None,101373,Shulgi.46.12.00,64.1200
er₃-ra-na-dan,['intermediary'],šagia[cup-bearer],101374,Shulgi.46.12.09,64.1209
na-lu₅,['source'],None,101374,Shulgi.46.12.09,64.1209
ur-{d}lugal-edin-ka,['source'],None,101375,"Shulgi.46.12.13, Shulgi.46.12.14",64.1213
ur!-{d}lugal-edin!,['source'],None,101376,Shulgi.47.03.15 (us2 year),65.0315
ur-{d}lugal-edin-ka,['source'],None,101377,Shulgi.47.02.14 (us2 year),65.0214
{d}šul-gi-i₃-li₂,['source'],None,101378,"Shulgi.47.06.19 (us2 year), Shulgi.47.06.21 (us2 year)",65.0619
ma-šum,['intermediary'],None,101379,Shulgi.47.06.22 (us2 year),65.0622
{d}šul-gi-i₃-li₂,['source'],None,101379,Shulgi.47.06.22 (us2 year),65.0622
{d}šul-gi-i₃-li₂,['source'],None,101380,Shulgi.47.09.00 (us2 year),65.0900
{d}šul-gi-i₃-li₂,['source'],None,101381,Shulgi.47.11.07 (us2 year),65.1107
nin-ga₂,['intermediary'],None,101382,Shulgi.47.11.07 (us2 year),65.1107
{d}šul-gi-i₃-li₂,['source'],None,101382,Shulgi.47.11.07 (us2 year),65.1107
a₂-bi₂-la-tum,['source'],None,101383,"Shulgi.43.01.15 (us2 year), Shulgi.43.01.22 (us2 year)",61.0115
lu₂-uru₁₁{ki},['representative'],None,101384,Shulgi.37.08.00,55.0800
a₂-bi₂-la-ti,['representative'],None,101385,00.00.07.15,
be-li₂-ba-ni,['representative'],None,101385,00.00.07.15,
be-li₂-du₁₀,['source'],None,101385,00.00.07.15,
na-ra-am-i₃-li₂,['source'],None,101387,Shulgi.34.06.00,52.0600
ta₂-hi-iš-a-tal,['source'],None,101388,"Amar-Suen.06.05.18, Amar-Suen.06.12.00",72.0518
da-da#-[ga],['new owner'],None,101389,Shulgi.48.06.11 (us2-us2 year),66.0611
dingir-su-[ra-bi₂],['new owner'],None,101389,Shulgi.48.06.11 (us2-us2 year),66.0611
e₂-a-i₃#-[li₂],['new owner'],None,101389,Shulgi.48.06.11 (us2-us2 year),66.0611
na-sa₆,['source'],PN,101389,Shulgi.48.06.11 (us2-us2 year),66.0611
a-hi-e₂-a,['new owner'],None,101390,Shulgi.48.09.29,66.0929
ta-la-a-a,['new owner'],None,101390,Shulgi.48.09.29,66.0929
ur-{d}en-lil₂,['new owner'],None,101390,Shulgi.48.09.29,66.0929
ur-{d}suen,['new owner'],None,101390,Shulgi.48.09.29,66.0929
{d}nanše-GIR₂@g?-gal,['representative'],None,101390,Shulgi.48.09.29,66.0929
ARAD₂-mu,"['representative', 'new owner']",None,101390,Shulgi.48.09.29,66.0929
ur-{d}ba-[ba₆,['representative'],None,101390,Shulgi.48.09.29,66.0929
ARAD₂-mu,"['representative', 'new owner']",None,101390,Shulgi.48.09.29,66.0929
na-sa₆,['source'],PN,101390,Shulgi.48.09.29,66.0929
ARAD₂-mu,['representative'],None,101391,Amar-Suen.02.04.01,68.0401
{d}šul-gi-a-a-mu,['source'],None,101391,Amar-Suen.02.04.01,68.0401
ab-ba-sa₆-ga,['source'],None,101392,Amar-Suen.02.05.23,68.0523
lugal-inim-gi-na,['intermediary'],sukkal[secretary],101394,Amar-Suen.04.05.06,70.0506
ur-{d}dumu-zi-da,['intermediary'],sukkal[secretary],101394,Amar-Suen.04.05.06,70.0506
ad-da-sa₆-ga,['intermediary'],agaʾus[soldier],101394,Amar-Suen.04.05.06,70.0506
hu-zi-ri,['intermediary'],sukkal[secretary],101394,Amar-Suen.04.05.06,70.0506
ARAD₂-mu,['representative'],None,101394,Amar-Suen.04.05.06,70.0506
{d}šul-gi-a-a-mu,['source'],None,101394,Amar-Suen.04.05.06,70.0506
ur-mes,['source'],PN,101396,Shu-Suen.01.12.00,76.1200
{d}šul-gi-iri-mu,['recipient'],None,101397,Shu-Suen.02.05.08,77.0508
ARAD₂-mu,['representative'],None,101397,Shu-Suen.02.05.08,77.0508
in-ta-e₃-a,['source'],PN,101397,Shu-Suen.02.05.08,77.0508
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],101397,Shu-Suen.02.05.08,77.0508
ur-mes,['source'],None,101398,Shu-Suen.02.07.00,77.0700
sa₂-si₂,['source'],None,101401,Shu-Suen.09.10.01,84.1001
ur-šu,['intermediary'],muhaldim[cook],101402,Shu-Suen.09.10.04,84.1004
uri₅{ki}-ki-du₁₀,['intermediary'],muhaldim[cook],101402,Shu-Suen.09.10.04,84.1004
ARAD₂-mu,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
{d}šu-{d}suen-ma-ha-ar,['representative'],šagia[cup-bearer],101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
ARAD₂-mu,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
a-bi₂-si₂-im-ti,['intermediary'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
{d}suen-a-bu-šu,['representative'],šagia[cup-bearer],101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
lugal-ma₂-gur₈-re,['representative'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
ur-ku₃-nun-na,['source'],None,101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],101403,"Shu-Suen.09.10.01, Shu-Suen.09.10.30",84.1001
{d}šul-gi-i₃-li₂,['source'],PN,101404,"Shu-Suen.09.11.06, Shu-Suen.09.11.14",84.1106
ARAD₂-mu,['representative'],None,101405,--.--.--.18,
nu-ur₂-{d}suen,['intermediary'],None,101405,--.--.--.18,
{d}en-lil₂-la₂,['new owner'],None,101406,--.--.--.--,
nu-i₃-da,['new owner'],None,101406,--.--.--.--,
ur-nigar[{gar}],['new owner'],kaguruk[supervisor],101406,--.--.--.--,
{d}nanše-GIR₂@g?-gal,['representative'],None,101406,--.--.--.--,
ka₅-a-mu,['source'],None,101407,Shu-Suen.09.00.00,84.0000
ur-ku₃-nun-na,['recipient'],None,101407,Shu-Suen.09.00.00,84.0000
nin-a-zu,['intermediary'],None,101407,Shu-Suen.09.00.00,84.0000
{d}šul-gi-a-a-mu,['recipient'],None,101408,Amar-Suen.04.11.09,70.1109
ur-{d}dumu-zi-da,['intermediary'],None,101409,"Shulgi.35.06.00 (us2 year), Shulgi.35.07.00 (us2 year), Shulgi.35.08.00 (us2 year)",53.0600
a-hi-ma,['source'],None,101409,"Shulgi.35.06.00 (us2 year), Shulgi.35.07.00 (us2 year), Shulgi.35.08.00 (us2 year)",53.0600
na-ra-am-i₃-li₂,['source'],None,101410,Shulgi.36.00.00,54.0000
ur-mes,['recipient'],None,101410,Shulgi.36.00.00,54.0000
it-ra-ak-i₃-li₂,['intermediary'],None,101410,Shulgi.36.00.00,54.0000
lu₂-{d}suen,['source'],None,101411,Shulgi.36.06.00,54.0600
lugal-ezem-e,['recipient'],None,101411,Shulgi.36.06.00,54.0600
ur-nigar{gar},['recipient'],None,101412,Shulgi.44.06.20,62.0620
ur-nigar{gar},['recipient'],None,101413,Shulgi.44.10.07,62.1007
lu₂-dingir-ra,['source'],None,101414,Shulgi.47.00.00 (us2 year),65.0000
ur-nigar[{gar}],['recipient'],None,101414,Shulgi.47.00.00 (us2 year),65.0000
ur#-{d}x,['source'],None,101415,Shu-Suen.04.02.20 (us2 year),79.0220
{d}šul#-gi#-iri#?-mu#?,['recipient'],None,101415,Shu-Suen.04.02.20 (us2 year),79.0220
ur-nigar[{gar}],['recipient'],None,101416,Shulgi.47.01.01 (us2 year),65.0101
ur-šu-ga-lam-ma,['source'],None,101417,Shulgi.47.04.10 (us2 year),65.0410
lu₂-{d}utu,['recipient'],None,101417,Shulgi.47.04.10 (us2 year),65.0410
ur-šu-ga-lam-ma,['source'],None,101417,Shulgi.47.04.10 (us2 year),65.0410
lu₂-{d}utu,['recipient'],None,101417,Shulgi.47.04.10 (us2 year),65.0410
lu₂-{d}utu,['recipient'],None,101417,Shulgi.47.04.10 (us2 year),65.0410
na-lu₅,['source'],None,101418,Shulgi.47.07.11 (us2 year),65.0711
ur-nigar{gar},['recipient'],None,101418,Shulgi.47.07.11 (us2 year),65.0711
na-ra-am-i₃-li₂,['source'],None,101419,Shulgi.48.02.00 (us2-us2 year),66.0200
na-lu₅,['source'],None,101421,Amar-Suen.02.03.06,68.0306
ur-nigar{gar},['recipient'],None,101421,Amar-Suen.02.03.06,68.0306
{d}šara₂-kam,['source'],None,101422,"Amar-Suen.06.01.00, Amar-Suen.06.12.00",72.0100
lugal-iti-da,['source'],None,101423,Amar-Suen.04.08.00,70.0800
ab-ba-sa₆-ga,['recipient'],None,101423,Amar-Suen.04.08.00,70.0800
ab-ba-sa₆-ga,['recipient'],None,101423,Amar-Suen.04.08.00,70.0800
ur-nigar{gar},['source'],None,101424,Amar-Suen.05.00.00,71.0000
ab-ba-sa₆-ga,['recipient'],None,101424,Amar-Suen.05.00.00,71.0000
ab-ba-sa₆-ga,['source'],None,101425,Amar-Suen.06.10.00,72.1000
ur₂-ra-dingir,['recipient'],None,101425,Amar-Suen.06.10.00,72.1000
u₂-ta₂-mi-šar-ra-am,['source'],None,101426,Amar-Suen.06.11.10,72.1110
{d}šul-gi-iri-mu,['recipient'],None,101426,Amar-Suen.06.11.10,72.1110
lugal-iti-da,['source'],None,101427,"Amar-Suen.06.00.00, Amar-Suen.07.00.00",72.0000
ur-mes,['recipient'],None,101427,"Amar-Suen.06.00.00, Amar-Suen.07.00.00",72.0000
lu₂-{d}nin-šubur,['intermediary'],dubsar[scribe],101427,"Amar-Suen.06.00.00, Amar-Suen.07.00.00",72.0000
u₂-ta₂-mi-šar-ra-am,['source'],None,101428,Amar-Suen.07.01.22,73.0122
{d}šul-gi-iri-mu,['recipient'],None,101428,Amar-Suen.07.01.22,73.0122
a-hu-we-er,['source'],None,101429,Amar-Suen.07.05.10,73.0510
{d}šul-gi-iri-mu,['recipient'],None,101429,Amar-Suen.07.05.10,73.0510
lugal-iti-da,['source'],None,101430,Amar-Suen.08.07.00,74.0700
lugal-ku₃-zu,['recipient'],None,101430,Amar-Suen.08.07.00,74.0700
{d}šul-gi-[iri-mu],['recipient'],None,101431,Amar-Suen.08.07.26,74.0726
igi-{d}en-lil₂-še₃,['source'],None,101432,Amar-Suen.08.11.12,74.1112
{d}šul-gi-iri-mu,['recipient'],None,101432,Amar-Suen.08.11.12,74.1112
na-lu₅,['source'],None,101433,Shu-Suen.02.09.15,77.0915
{d}šul-gi-iri-mu,['recipient'],None,101433,Shu-Suen.02.09.15,77.0915
na-lu₅,['source'],None,101434,Amar-Suen.02.11.01,68.1101
ur#-nigar#{gar#},['recipient'],None,101434,Amar-Suen.02.11.01,68.1101
u₂-ša-ak-il,['source'],None,101435,Shu-Suen.08.05.00,83.0500
ur-šu-ga-lam-ma,['recipient'],None,101435,Shu-Suen.08.05.00,83.0500
ta₂-hi-iš-a-tal,['source'],None,101437,--.--.02.13,
{d}šul-gi-iri-mu,['recipient'],None,101437,--.--.02.13,
en-dingir-mu,['source'],None,101438,--.--.--.04,
{d}[šul-gi-iri]-mu,['recipient'],None,101438,--.--.--.04,
{d}šul-gi-si₂-im-ti,['new owner'],None,101442,Shulgi.34.05.00,52.0500
{d}šul-gi-i₃-li₂,['source'],None,101447,Shulgi.47.07.00 (us2 year),65.0700
a₂-bi₂-li₂-a,['recipient'],None,101448,Shulgi.38.10.00 (us2 year),56.1000
u₂-ta₂-mi-šar-ra-am,['source'],None,101449,"Amar-Suen.08.12.00, Amar-Suen.09.00.00",74.1200
be-li₂-li₂,['recipient'],None,101449,"Amar-Suen.08.12.00, Amar-Suen.09.00.00",74.1200
ša₃-ta-ku₃-zu,['intermediary'],None,101451,--.--.--.--,
ur-{d}nun-gal,['intermediary'],None,101451,--.--.--.--,
a-pi-la-ša,['intermediary'],u,101452,00.00.07.00,
{d}suen-a-bu-šu,['representative'],šagia[cup-bearer],101454,Shu-Suen.09.12.00,84.1200
{d}suen-a-bu-šu,['representative'],šagia[cup-bearer],101455,Shu-Suen.--.10.00,75.1000
hal-li₂-a,['intermediary'],dubsar[scribe],101455,Shu-Suen.--.10.00,75.1000
ur-{d}ba-ba₆,['intermediary'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
ur-nigar{gar},['intermediary'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
ur-nig₂,['source'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
{d}šu-x,['intermediary'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
a-al-la-mu,['source'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
ni-tam-ma,['intermediary'],None,101457,"Amar-Suen.06.10.13, Amar-Suen.06.10.18",72.1013
a-a-{d}nanna-ar-kal,['intermediary'],None,101460,--.--.--.--,
i-di₃-er₃-ra,['source'],None,101461,"Amar-Suen.09.08.00, Shu-Suen.01.00.00, Shu-Suen.02.04.00",75.0800
i-di₃-er₃-ra,['source'],None,101461,"Amar-Suen.09.08.00, Shu-Suen.01.00.00, Shu-Suen.02.04.00",75.0800
i-di₃-er₃-ra,['source'],None,101461,"Amar-Suen.09.08.00, Shu-Suen.01.00.00, Shu-Suen.02.04.00",75.0800
be-li₂-a-zu,['source'],None,101461,"Amar-Suen.09.08.00, Shu-Suen.01.00.00, Shu-Suen.02.04.00",75.0800
lu₂-uru₁₁{ki},['intermediary'],sukkal[secretary],101462,Shulgi.41.06.00 (us2-us2 year),59.0600
{d}iškur-illat,['intermediary'],nubanda[overseer],101552,Shulgi.46.12.00,64.1200
{d?}]iškur#?-illat,['source'],None,101694,Shulgi.33.00.00,51.0000
dingir-ra-bi₂,['source'],None,101694,Shulgi.33.00.00,51.0000
dan-u₂-a,['source'],None,101694,Shulgi.33.00.00,51.0000
za-a-num₂,['source'],None,101694,Shulgi.33.00.00,51.0000
šu-u₃-a,['source'],None,101694,Shulgi.33.00.00,51.0000
en-um-{d}iškur,['source'],None,101694,Shulgi.33.00.00,51.0000
e-la-ak-nu-id,['source'],None,101694,Shulgi.33.00.00,51.0000
šu-ab-ba,['source'],None,101694,Shulgi.33.00.00,51.0000
dingir-ba-ni,['source'],None,101694,Shulgi.33.00.00,51.0000
šu-u₃-a,['source'],None,101694,Shulgi.33.00.00,51.0000
e-la-ak-ku-ru-ba,['source'],None,101694,Shulgi.33.00.00,51.0000
{d}iškur-illat,['source'],None,101694,Shulgi.33.00.00,51.0000
šu-{d}utu,['source'],None,101694,Shulgi.33.00.00,51.0000
eb-ku-ša,['source'],None,101694,Shulgi.33.00.00,51.0000
maš-gu-la,['source'],None,101694,Shulgi.33.00.00,51.0000
lu₂-giri₁₇-zal,['source'],None,101694,Shulgi.33.00.00,51.0000
da-da,['source'],None,101694,Shulgi.33.00.00,51.0000
ur-{d}lamma,['source'],None,101694,Shulgi.33.00.00,51.0000
a-bu#?-ni#?,['source'],None,101694,Shulgi.33.00.00,51.0000
ur-{d}lamma,['source'],None,101694,Shulgi.33.00.00,51.0000
lu₂-{d}inanna,['source'],None,101694,Shulgi.33.00.00,51.0000
lugal-me₃,['source'],None,101694,Shulgi.33.00.00,51.0000
er₃-zu-dan,['source'],None,101694,Shulgi.33.00.00,51.0000
i₃-li₂-e₂-tu,['source'],None,101694,Shulgi.33.00.00,51.0000
la-gi-ip,['source'],None,101694,Shulgi.33.00.00,51.0000
a-da-še-en₆,['source'],None,101694,Shulgi.33.00.00,51.0000
e-er-dingir,['source'],None,101694,Shulgi.33.00.00,51.0000
ur-{d}KA-x-ra,['source'],None,101694,Shulgi.33.00.00,51.0000
ur-e₂-an-na,['source'],None,101694,Shulgi.33.00.00,51.0000
ur-e₂-nun-na,['source'],None,101694,Shulgi.33.00.00,51.0000
er₃#-re-eb,['source'],None,101694,Shulgi.33.00.00,51.0000
i₃-li₂-a-hum,['source'],None,101694,Shulgi.33.00.00,51.0000
šu-i₃-li₂-šu,['source'],None,101694,Shulgi.33.00.00,51.0000
ab-ba-na-ka,['intermediary'],None,101721,Shulgi.33.11.00 (us2 year),51.1100
lugal-amar-ku₃,['source'],None,101723,Amar-Suen.08.04.09,74.0409
lu₂-sa₆-ga,['recipient'],None,101723,Amar-Suen.08.04.09,74.0409
du₁₁-ga#-[zi-da,['new owner'],kuš[official],101727,Shulgi.47.05.27,65.0527
en-ša₃-ku₃-ge,['new owner'],None,101727,Shulgi.47.05.27,65.0527
lu₂-dingir-ra,['new owner'],šabra[administrator],101727,Shulgi.47.05.27,65.0527
ur-{d}nin-gubalag,['new owner'],None,101727,Shulgi.47.05.27,65.0527
lugal-ma₂-gur₈-re,['new owner'],sukkal[secretary],101727,Shulgi.47.05.27,65.0527
e₂-a-i₃-li₂,['new owner'],None,101727,Shulgi.47.05.27,65.0527
ur-{d}ba-ba₆,['recipient'],None,101757,Amar-Suen.04.09.00,70.0900
a-a-kal-la,['recipient'],None,101757,Amar-Suen.04.09.00,70.0900
en-dingir-mu,['source'],None,101757,Amar-Suen.04.09.00,70.0900
{d}en-lil₂-zi-ša₃-gal₂,['intermediary'],None,101758,"--.--.09.00 ?, --.--.--.05",
kas₃-pu-ša,['intermediary'],šagia[cup-bearer],101758,"--.--.09.00 ?, --.--.--.05",
a-bi-zi-[im]-ti#,['intermediary'],None,101758,"--.--.09.00 ?, --.--.--.05",
kas₃-pu-ša,['intermediary'],šagia[cup-bearer],101758,"--.--.09.00 ?, --.--.--.05",
{d}nanna-igi-du,['representative'],šagia[cup-bearer],101758,"--.--.09.00 ?, --.--.--.05",
{d}nanna-igi-du,['representative'],šagia[cup-bearer],101758,"--.--.09.00 ?, --.--.--.05",
id-da-a,['intermediary'],u,101758,"--.--.09.00 ?, --.--.--.05",
{d}suen-a-bu-šu,['intermediary'],šagia[cup-bearer],101758,"--.--.09.00 ?, --.--.--.05",
na-lu₅,['source'],None,101759,Shu-Suen.03.02.00 (us2 year),78.0200
i-šar-i₃-li₂,['intermediary'],dubsar[scribe],101759,Shu-Suen.03.02.00 (us2 year),78.0200
{d}nanna-ki-ag₂,['intermediary'],kuš[official],101760,00.00.00.00,
ba-a-ba-lum,['intermediary'],kuš[official],101760,00.00.00.00,
{d}suen-a-bu-šu,['representative'],šagia[cup-bearer],101761,Shu-Suen.06.04.24,81.0424
ARAD₂-mu,['representative'],None,101761,Shu-Suen.06.04.24,81.0424
a-mur-dingir,['representative'],ragaba[rider],101761,Shu-Suen.06.04.24,81.0424
a-mur-dingir,['representative'],ragaba[rider],101761,Shu-Suen.06.04.24,81.0424
a-ba-{d}en-lil₂-gin₇,['source'],None,101761,Shu-Suen.06.04.24,81.0424
lu₂-{d}nin-šubur,['intermediary'],dubsar[scribe],101761,Shu-Suen.06.04.24,81.0424
na-lu₅,['source'],None,101766,Shulgi.44.11.12,62.1112
lu₂-dingir-ra,['source'],None,101770,Shulgi.48.08.21,66.0821
ur-nigar{gar},['recipient'],None,101770,Shulgi.48.08.21,66.0821
ur-nigar{gar},['recipient'],None,101774,Amar-Suen.01.01.08,67.0108
{d}en-lil₂-la₂,['source'],None,101774,Amar-Suen.01.01.08,67.0108
ur-{d}lamma,['recipient'],ensik[ruler],101775,Amar-Suen.03.11.00,69.1100
ka₅-a-mu,['intermediary'],None,101775,Amar-Suen.03.11.00,69.1100
