,Name,id_word,CDLI No,role,profession,Original date,Converted Date
27095,engar-du₁₀[]PN,P124048.5.1,P124048,representative,,AS05 - 12 - 17,71.1217
27096,lu₂-{d}nanna[]PN,P124048.7.2,P124048,new owner,,AS05 - 12 - 17,71.1217
27097,a-a-kal-la[]PN,P124048.8.1,P124048,representative,,AS05 - 12 - 17,71.1217
27098,lugal-ku₃-zu[]PN,P124048.10.1,P124048,,,AS05 - 12 - 17,71.1217
27099,lugal-an-dul₃[]PN,P124048.12.2,P124048,new owner,,AS05 - 12 - 17,71.1217
27100,nam-ti-eš₃-ta[]PN,P124048.13.1,P124048,representative,,AS05 - 12 - 17,71.1217
27101,ab-ba-sa₆-ga-ta[]PN,P124048.15.2,P124048,source,,AS05 - 12 - 17,71.1217
27102,ab-ba-sa₆-ga-ta[]PN,P124049.6.2,P124049,recipient,,AS05 - 12 - 20,71.122
27103,ab-ba-sa₆-ga-ta[]PN,P124050.5.2,P124050,source,,AS05 - 12 - 22,71.1222
27104,a-hu-we-er[]PN,P124050.6.1,P124050,recipient,,AS05 - 12 - 22,71.1222
27105,ab-ba-sa₆-ga-ta[]PN,P124051.5.2,P124051,source,,AS05 - 12 - 22,71.1222
27106,u₂-ta₂-mi-šar-ra-am[]PN,P124051.6.1,P124051,recipient,,AS05 - 12 - 22,71.1222
27107,ab-ba-sa₆-ga-ta[]PN,P124052.5.2,P124052,source,,AS05 - 12 - 22,71.1222
27108,{d}šul-gi-a-a-mu[]PN,P124052.6.1,P124052,recipient,,AS05 - 12 - 22,71.1222
27109,sipa-{d}nanše-in-pa₃[]PN,P124053.4.1,P124053,,idu[doorkeeper]N,AS05 - 12 - 22,71.1222
27110,šar-ru-um-i₃-li₂[]PN,P124053.5.1,P124053,,agaʾus[soldier]N,AS05 - 12 - 22,71.1222
27111,a-a-kal-la[]PN,P124053.8.1,P124053,representative,,AS05 - 12 - 22,71.1222
27112,me-{d}ištaran[]PN,P124053.9.4,P124053,,,AS05 - 12 - 22,71.1222
27113,ba-ba-an-še-en[]PN,P124053.11.1,P124053,representative,,AS05 - 12 - 22,71.1222
27114,ab-ba-sa₆-ga-ta[]PN,P124053.14.2,P124053,source,,AS05 - 12 - 22,71.1222
27115,ab-ba-sa₆-ga-ta[]PN,P124054.7.2,P124054,source,,AS05 - 12 - 26,71.1226
27116,in-ta-e₃-a[]PN,P124054.9.1,P124054,recipient,,AS05 - 12 - 26,71.1226
27117,ab-ba-sa₆-ga-ta[]PN,P124055.7.2,P124055,source,,AS05 - 12 - 28,71.1228
27118,in-ta-e₃-a[]PN,P124055.9.1,P124055,recipient,,AS05 - 12 - 28,71.1228
27119,ab-ba-sa₆-ga-ta[]PN,P124056.5.2,P124056,source,,AS05 - 12 - 29,71.1229
27120,in-ta-e₃-a[]PN,P124056.6.1,P124056,recipient,,AS05 - 12 - 29,71.1229
27121,ab-ba-sa₆-ga-ta[]PN,P124057.5.2,P124057,source,,AS05 - 12 - 29,71.1229
27122,in-ta-e₃-a[]PN,P124057.6.1,P124057,recipient,,AS05 - 12 - 29,71.1229
27123,ab-ba-sa₆-ga-ta[]PN,P124058.7.2,P124058,source,,AS06 - 04 - 30,72.043
27124,tu-ra-am-{d}da-gan[]PN,P124058.9.1,P124058,recipient,,AS06 - 04 - 30,72.043
27125,ab-ba-sa₆-ga-ta[]PN,P124059.5.2,P124059,source,,AS06 - 05 - 07,72.05069999999998
27126,in-ta-e₃-a[]PN,P124059.6.1,P124059,recipient,,AS06 - 05 - 07,72.05069999999998
27127,lugal-ma₂-gur₈-re[]PN,P124060.4.1,P124060,,,AS06 - 08 - 01,72.0801
27128,in-ta-e₃-a[]PN,P124060.13.1,P124060,recipient,,AS06 - 08 - 01,72.0801
27129,ab-ba-sa₆-ga[]PN,P124060.15.1,P124060,,,AS06 - 08 - 01,72.0801
27130,ab-ba-sa₆-ga-ta[]PN,P124061.7.2,P124061,source,,AS06 - 08 - 09,72.0809
27131,in-ta-e₃-a[]PN,P124061.9.1,P124061,recipient,,AS06 - 08 - 09,72.0809
27132,ab-ba-sa₆-ga-ta[]PN,P124062.10.2,P124062,source,,AS06 - 08 - 21,72.0821
27133,in-ta-e₃-a[]PN,P124062.11.1,P124062,recipient,,AS06 - 08 - 21,72.0821
27134,ab-ba-sa₆-ga-ta[]PN,P124063.10.2,P124063,source,,AS06 - 09 - 01,72.0901
27135,lu₂-dingir-ra[]PN,P124063.11.1,P124063,recipient,,AS06 - 09 - 01,72.0901
27136,ab-ba-sa₆-ga-ta[]PN,P124064.5.2,P124064,source,,AS06 - 09 - 01,72.0901
27137,u₂-ta₂-mi-šar-ra-am[]PN,P124064.6.1,P124064,recipient,,AS06 - 09 - 01,72.0901
27138,ab-ba-sa₆-ga-ta[]PN,P124065.6.2,P124065,source,,AS07 - 02 - 30,73.023
27139,a-hu-we-er[]PN,P124065.7.1,P124065,recipient,,AS07 - 02 - 30,73.023
27140,ab-ba-sa₆-ga-ta[]PN,P124066.5.2,P124066,source,,AS07 - 03 - 20,73.032
27141,in-ta-e₃-a[]PN,P124066.6.1,P124066,recipient,,AS07 - 03 - 20,73.032
27142,me-{d}ištaran[]PN,P124067.12.1,P124067,,,AS07 - 05 - 11,73.05109999999998
27143,{d}en-lil₂-la₂[]PN,P124067.14.8,P124067,,,AS07 - 05 - 11,73.05109999999998
27144,ARAD₂-mu[]PN,P124067.15.1,P124067,representative,,AS07 - 05 - 11,73.05109999999998
27145,ab-ba-sa₆-ga-ta[]PN,P124067.18.2,P124067,source,,AS07 - 05 - 11,73.05109999999998
27146,ab-ba-sa₆-ga-ta[]PN,P124068.5.2,P124068,source,,AS07 - 05 - 15,73.05149999999998
27147,in-ta-e₃-a[]PN,P124068.6.1,P124068,recipient,,AS07 - 05 - 15,73.05149999999998
27148,ab-ba-sa₆-ga-ta[]PN,P124069.5.2,P124069,source,,AS07 - 06 - 28,73.0628
27149,in-ta-e₃-a[]PN,P124069.6.1,P124069,recipient,,AS07 - 06 - 28,73.0628
27150,ab-ba-sa₆-ga-ta[]PN,P124070.5.2,P124070,source,,AS07 - 08 - 01,73.0801
27151,in-ta-e₃-a[]PN,P124070.6.1,P124070,recipient,,AS07 - 08 - 01,73.0801
27152,ab-ba-sa₆-ga-ta[]PN,P124071.6.2,P124071,source,,AS07 - 10 - 24,73.10239999999997
27153,na-lu₅[]PN,P124071.7.1,P124071,recipient,,AS07 - 10 - 24,73.10239999999997
27154,ab-ba-sa₆-ga-ta[]PN,P124072.5.2,P124072,source,,AS07 - 11 - 09,73.1109
27155,ur-ku₃-nun-na[]PN,P124072.6.1,P124072,recipient,,AS07 - 11 - 09,73.1109
27156,ab-ba-sa₆-ga-ta[]PN,P124073.6.2,P124073,source,,AS07 - 11 - 12,73.1112
27157,na-lu₅[]PN,P124073.7.1,P124073,recipient,,AS07 - 11 - 12,73.1112
27158,ab-ba-sa₆-ga-ta[]PN,P124074.6.2,P124074,source,,AS08 - 02 - 12,74.0212
27159,na-lu₅[]PN,P124074.8.1,P124074,recipient,,AS08 - 02 - 12,74.0212
27160,ab-ba-sa₆-ga-ta[]PN,P124075.6.2,P124075,source,,AS08 - 04 - 30,74.043
27161,na-lu₅[]PN,P124075.8.1,P124075,recipient,,AS08 - 04 - 30,74.043
27162,ur-{d}nin-gubalag[]PN,P124076.6.1,P124076,,nar[musician]N,AS08 - 05 - 04,74.0504
27163,ur-{d}ba-ba₆[]PN,P124076.7.1,P124076,,muhaldim[cook]N,AS08 - 05 - 04,74.0504
27164,ab-ba-sa₆-ga-ta[]PN,P124076.11.2,P124076,source,,AS08 - 05 - 04,74.0504
27165,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P124076.13.2,P124076,,en[priest]N,AS08 - 05 - 04,74.0504
27166,ab-ba-sa₆-ga-ta[]PN,P124077.8.2,P124077,source,,AS08 - 05 - 04,74.0504
27167,igi-{d}en-lil₂-la₂-še₃[]PN,P124077.9.1,P124077,recipient,,AS08 - 05 - 04,74.0504
27168,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P124077.12.2,P124077,,en[priest]N,AS08 - 05 - 04,74.0504
27169,ab-ba-sa₆-ga-ta[]PN,P124078.9.2,P124078,source,,AS08 - 05 - 12,74.0512
27170,ur-{d}ba-ba₆[]PN,P124078.10.1,P124078,,unud[cowherd]N,AS08 - 05 - 12,74.0512
27171,ab-ba-sa₆-ga-ta[]PN,P124079.7.2,P124079,source,,AS08 - 06 - 01,74.0601
27172,lu₂-sa₆-ga[]PN,P124079.8.1,P124079,recipient,,AS08 - 06 - 01,74.0601
27173,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P124079.13.2,P124079,,en[priest]N,AS08 - 06 - 01,74.0601
27174,ab-ba-sa₆-ga-ta[]PN,P124080.11.2,P124080,source,,AS08 - 06 - 20,74.062
27175,na-lu₅[]PN,P124080.12.1,P124080,recipient,,AS08 - 06 - 20,74.062
27176,ab-ba-sa₆-ga-ta[]PN,P124081.5.2,P124081,source,,AS08 - 06 - 21,74.0621
27177,na-lu₅[]PN,P124081.6.1,P124081,recipient,,AS08 - 06 - 21,74.0621
27178,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P124081.11.2,P124081,,en[priest]N,AS08 - 06 - 21,74.0621
27179,me-{d}ištaran[]PN,P124082.4.1,P124082,,,AS08 - 06 - 22,74.0622
27180,lu₂-{d}nanna[]PN,P124082.5.2,P124082,new owner,,AS08 - 06 - 22,74.0622
27181,{d}en-lil₂-zi-ša₃-gal₂[]PN,P124082.6.1,P124082,representative,,AS08 - 06 - 22,74.0622
27182,ab-ba-sa₆-ga-ta[]PN,P124082.9.2,P124082,source,,AS08 - 06 - 22,74.0622
27183,ur-{d}ba-ba₆[]PN,P124083.7.1,P124083,,muhaldim[cook]N,AS08 - 07 - 22,74.0722
27184,ab-ba-sa₆-ga-ta[]PN,P124083.11.2,P124083,source,,AS08 - 07 - 22,74.0722
27185,ab-ba-sa₆-ga-ta[]PN,P124084.5.2,P124084,source,,AS08 - 07 - 23,74.0723
27186,u₂-ta₂-mi-šar-ra-am[]PN,P124084.6.1,P124084,recipient,,AS08 - 07 - 23,74.0723
27187,ab-ba-sa₆-ga-ta[]PN,P124085.5.2,P124085,source,,AS08 - 07 - 27,74.0727
27188,ab-ba-sa₆-ga-ta[]PN,P124086.5.2,P124086,source,,AS08 - 08 - 15,74.08149999999998
27189,lu₂-dingir-ra[]PN,P124086.6.1,P124086,recipient,,AS08 - 08 - 15,74.08149999999998
27190,ab-ba-sa₆-ga-ta[]PN,P124087.8.2,P124087,source,,AS08 - 08 - 21,74.0821
27191,ab-ba-sa₆-ga-ta[]PN,P124088.6.2,P124088,source,,AS08 - 09 - 25,74.0925
27192,u₂-ta₂-mi-šar-ra-am[]PN,P124088.7.1,P124088,recipient,,AS08 - 09 - 25,74.0925
27193,ab-ba-sa₆-ga-ta[]PN,P124089.7.2,P124089,source,,AS08 - 09 - 28,74.0928
27194,ab-ba-sa₆-ga-ta[]PN,P124090.6.2,P124090,source,,AS08 - 11 - 02,74.1102
27195,na-lu₅[]PN,P124090.8.1,P124090,recipient,,AS08 - 11 - 02,74.1102
27196,i₃-lal₃-lum[]PN,P124091.4.1,P124091,,,AS08 - 11 - 06,74.1106
27197,ta₂-hi-iš-a-tal[]PN,P124091.5.1,P124091,representative,,AS08 - 11 - 06,74.1106
27198,ur-{d}nin-gubalag[]PN,P124091.8.1,P124091,,nar[musician]N,AS08 - 11 - 06,74.1106
27199,ARAD₂-mu[]PN,P124091.10.1,P124091,representative,,AS08 - 11 - 06,74.1106
27200,ab-ba-sa₆-ga-ta[]PN,P124091.13.2,P124091,source,,AS08 - 11 - 06,74.1106
27201,da-a-a-ti[]PN,P124091.14.2,P124091,intermediary,dubsar[scribe]N,AS08 - 11 - 06,74.1106
27202,ab-ba-sa₆-ga-ta[]PN,P124092.7.2,P124092,source,,ASXX - XX - 01,0.0001
27203,a-hu-we-er[]PN,P124092.9.1,P124092,recipient,,ASXX - XX - 01,0.0001
27204,ab-ba-sa₆-ga-ta[]PN,P124093.5.2,P124093,source,,ASXX - XX - 20,0.002
27205,u₂-ta₂-mi-šar-ra-am[]PN,P124093.6.1,P124093,recipient,,ASXX - XX - 20,0.002
27206,ARAD₂-mu[]PN,P124095.11.1,P124095,representative,,AS03 - 11 - 19,69.1119
27207,in-ta-e₃-a-ta[]PN,P124095.13.2,P124095,source,,AS03 - 11 - 19,69.1119
27208,{d}en-lil₂-la₂[]PN,P124095.15.3,P124095,,,AS03 - 11 - 19,69.1119
27209,in-ta-e₃-a-ta[]PN,P124096.11.2,P124096,source,,AS03 - 11 - 25,69.1125
27210,{d}en-lil₂-la₂[]PN,P124096.14.3,P124096,,,AS03 - 11 - 25,69.1125
27211,i₃-la-ti[]PN,P124097.11.1,P124097,,sipad[shepherd]N,AS03 - 11 - 00,69.11
27212,i₃-lal₃-lum[]PN,P124097.13.2,P124097,,,AS03 - 11 - 00,69.11
27213,ARAD₂-mu[]PN,P124097.14.1,P124097,representative,,AS03 - 11 - 00,69.11
27214,in-ta-e₃-a-ta[]PN,P124097.15.2,P124097,source,,AS03 - 11 - 00,69.11
27215,{d}en-lil₂-la₂[]PN,P124097.17.3,P124097,,,AS03 - 11 - 00,69.11
27216,in-ta-e₃-a-ta[]PN,P124098.10.2,P124098,source,,AS04 - 01 - 20?,70.012
27217,in-ta-e₃-a-ta[]PN,P124099.6.2,P124099,source,,AS04 - 05 - 05,70.0505
27218,u₂-ta₂-mi-šar-ra-am[]PN,P124100.4.1,P124100,,,AS04 - 06 - 06,70.06060000000001
27219,ARAD₂-mu[]PN,P124100.5.1,P124100,representative,,AS04 - 06 - 06,70.06060000000001
27220,in-ta-e₃-a-ta[]PN,P124100.8.2,P124100,source,,AS04 - 06 - 06,70.06060000000001
27221,ARAD₂-mu[]PN,P124101.12.1,P124101,representative,,AS04 - 07 - 01,70.0701
27222,in-ta-e₃-a-ta[]PN,P124101.14.2,P124101,source,,AS04 - 07 - 01,70.0701
27223,in-ta-e₃-a-ta[]PN,P124102.7.2,P124102,source,,AS04 - 08 - 20,70.082
27224,in-ta-e₃-a-ta[]PN,P124103.12.2,P124103,source,,AS04 - 08 - 24,70.08239999999999
27225,a-hu-ni-šu[]PN,P124104.4.2,P124104,intermediary,,AS04 - 10 - 00,70.1
27226,in-ta-e₃-a-ta[]PN,P124104.15.2,P124104,source,,AS04 - 10 - 00,70.1
27227,šu-er₃-ra[]PN,P124104.16.1,P124104,recipient,,AS04 - 10 - 00,70.1
27228,en-mah-gal-an-na[]PN,P124104.18.2,P124104,,en[priest]N,AS04 - 10 - 00,70.1
27229,in-ta-e₃-a-ta[]PN,P124105.11.2,P124105,source,,AS04 - 11 - 26,70.1126
27230,ARAD₂-mu[]PN,P124106.8.1,P124106,representative,,AS05 - 01 - 01,71.01010000000002
27231,in-ta-e₃-a-ta[]PN,P124106.12.2,P124106,source,,AS05 - 01 - 01,71.01010000000002
27232,en-mah-gal-an-na[]PN,P124106.14.3,P124106,,,AS05 - 01 - 01,71.01010000000002
27233,in-ta-e₃-a-ta[]PN,P124107.9.2,P124107,source,,AS05 - 02 - 02,71.0202
27234,in-ta-e₃-a-ta[]PN,P124108.9.2,P124108,source,,AS05 - 02 - 07,71.02069999999998
27235,in-ta-e₃-a-ta[]PN,P124109.13.2,P124109,source,,AS05 - 02 - 08,71.0208
27236,in-ta-e₃-a-ta[]PN,P124110.12.2,P124110,source,,AS05 - 02 - 17,71.0217
27237,in-ta-e₃-a-ta[]PN,P124111.11.2,P124111,source,,AS05 - 02 - 20,71.02199999999998
27238,in-ta-e₃-a-ta[]PN,P124112.10.2,P124112,source,,AS05 - 02 - 25,71.0225
27239,in-ta-e₃-a-ta[]PN,P124113.9.2,P124113,source,,AS05 - 02 - 26,71.0226
27240,in-ta-e₃-a-ta[]PN,P124114.6.2,P124114,source,,AS05 - 03 - 05,71.0305
27241,in-ta-e₃-a-ta[]PN,P124115.7.2,P124115,source,,AS05 - 03 - 06,71.0306
27242,in-ta-e₃-a-ta[]PN,P124116.10.2,P124116,source,,AS05 - 03 - 07,71.0307
27243,in-ta-e₃-a-ta[]PN,P124117.10.2,P124117,source,,AS05 - 03 - 13,71.0313
27244,in-ta-e₃-a-ta[]PN,P124118.6.2,P124118,source,,AS05 - 03 - 14,71.0314
27245,in-ta-e₃-a-ta[]PN,P124119.6.2,P124119,source,,AS05 - 03 - 18,71.0318
27246,in-ta-e₃-a-ta[]PN,P124120.6.2,P124120,source,,AS05 - 03 - 23,71.0323
27247,in-ta-e₃-a-ta[]PN,P124121.7.2,P124121,source,,AS05 - 03 - 28,71.0328
27248,in-ta-e₃-a-ta[]PN,P124122.9.2,P124122,source,,AS05 - 04 - 19,71.04190000000001
27249,in-ta-e₃-a-ta[]PN,P124123.6.2,P124123,source,,AS05 - 04 - 21,71.0421
27250,in-ta-e₃-a-ta[]PN,P124124.7.2,P124124,source,,AS05 - 05 - 21,71.0521
27251,in-ta-e₃-a-ta[]PN,P124125.6.2,P124125,source,,AS05 - 05 - 24,71.05239999999998
27252,in-ta-e₃-a-ta[]PN,P124126.9.2,P124126,source,,AS05 - 06 - 04,71.0604
27253,in-ta-e₃-a-ta[]PN,P124127.6.2,P124127,source,,AS05 - 06 - 06,71.06060000000002
27254,in-ta-e₃-a-ta[]PN,P124128.9.2,P124128,source,,AS05 - 06 - 12,71.0612
27255,in-ta-e₃-a-ta[]PN,P124129.9.2,P124129,source,,AS05 - 07 - 23,71.0723
27256,in-ta-e₃-a-ta[]PN,P124130.6.2,P124130,source,,AS05 - 09 - 06,71.09060000000002
27257,in-ta-e₃-a-ta[]PN,P124131.7.2,P124131,source,,AS05 - 09 - 08,71.0908
27258,in-ta-e₃-a-ta[]PN,P124132.13.2,P124132,source,,AS05 - 09 - 14,71.09140000000002
27259,in-ta-e₃-a-ta[]PN,P124133.9.2,P124133,source,,AS05 - 11 - 03,71.1103
27260,ARAD₂-mu[]PN,P124134.7.1,P124134,representative,,AS05 - 11 - 07,71.1107
27261,in-ta-e₃-a-ta[]PN,P124134.13.2,P124134,source,,AS05 - 11 - 07,71.1107
27262,in-ta-e₃-a-ta[]PN,P124135.11.2,P124135,source,,AS05 - 11 - 15,71.11149999999998
27263,in-ta-e₃-a-ta[]PN,P124136.12.2,P124136,source,,AS05 - 11 - 18,71.1118
27264,in-ta-e₃-a-ta[]PN,P124137.13.2,P124137,source,,AS05 - 11 - 20,71.112
27265,in-ta-e₃-a-ta[]PN,P124138.11.2,P124138,source,,AS05 - 11 - 22,71.1122
27266,in-ta-e₃-a-ta[]PN,P124139.14.2,P124139,source,,AS05 - 11 - 25,71.1125
27267,in-ta-e₃-a-ta[]PN,P124140.10.2,P124140,source,,AS06 - 01 - 10,72.01100000000002
27268,{d}amar-{d}suen[]PN,P124140.13.2,P124140,,lugal[king]N,AS06 - 01 - 10,72.01100000000002
27269,in-ta-e₃-a-ta[]PN,P124141.6.2,P124141,source,,AS07 - 01 - 04,73.0104
27270,in-ta-e₃-a-ta[]PN,P124142.13.2,P124142,source,,AS07 - 08 - 01,73.0801
27271,nu-ur₂-{d}suen[]PN,P124143.5.1,P124143,recipient,,AS07 - 00 - 00,73.0
27272,in-ta-e₃-a-ta[]PN,P124143.6.2,P124143,source,,AS07 - 00 - 00,73.0
27273,lugal-amar-ku₃-ta[]PN,P124144.6.2,P124144,source,,AS08 - 01 - 18,74.01180000000002
27274,na-lu₅[]PN,P124144.7.1,P124144,recipient,,AS08 - 01 - 18,74.01180000000002
27275,en-nun-e-{d}amar-{d}suen-ra-ki-ag₂[]PN,P124144.11.2,P124144,,en[priest]N,AS08 - 01 - 18,74.01180000000002
27276,dingir-dan[]PN,P124146.7.1,P124146,,sukkal[secretary]N,AS08 - 04 - 04,74.0404
27277,dingir-dan[]PN,P124147.7.1,P124147,,sukkal[secretary]N,AS08 - 04 - 10,74.04100000000003
27278,ARAD₂-mu[]PN,P124152.6.1,P124152,representative,,AS09 - 02 - 29,75.02289999999998
27279,{d}nanna-ma-ba[]PN,P124152.11.2,P124152,intermediary,dubsar[scribe]N,AS09 - 02 - 29,75.02289999999998
27280,ARAD₂-mu[]PN,P124153.10.1,P124153,representative,,AS09 - 04 - 15,75.0415
27281,{d}nanna-ma-ba[]PN,P124153.14.2,P124153,intermediary,dubsar[scribe]N,AS09 - 04 - 15,75.0415
27282,ARAD₂-mu[]PN,P124154.10.1,P124154,representative,,AS09 - 05 - 15,75.05149999999998
27283,nu-ur₂-{d}suen[]PN,P124154.14.2,P124154,intermediary,dubsar[scribe]N,AS09 - 05 - 15,75.05149999999998
27284,nam-ha-ni[]PN,P124155.13.1,P124155,,sukkal[secretary]N,AS09 - 06 - 02,75.06020000000002
27285,{d}nanna-ma-ba[]PN,P124155.16.2,P124155,intermediary,dubsar[scribe]N,AS09 - 06 - 02,75.06020000000002
27286,ARAD₂-mu[]PN,P124156.11.1,P124156,representative,,AS09 - 06 - 08,75.0608
27287,{d}nanna-ma-ba[]PN,P124156.14.2,P124156,intermediary,dubsar[scribe]N,AS09 - 06 - 08,75.0608
27288,ARAD₂-mu[]PN,P124157.10.1,P124157,representative,,AS09 - 06 - 22,75.0622
27289,{d}nanna-ma-ba[]PN,P124157.14.2,P124157,intermediary,dubsar[scribe]N,AS09 - 06 - 22,75.0622
27290,na-ha-pa₂-tal[]PN,P124158.4.2,P124158,intermediary,sukkal[secretary]N,AS09 - 07 - 19,75.0719
27291,hu-li-bar[]PN,P124158.5.3,P124158,,lu[person]N,AS09 - 07 - 19,75.0719
27292,giri₃-ni-i₃-sa₆[]PN,P124158.6.2,P124158,intermediary,sukkal[secretary]N,AS09 - 07 - 19,75.0719
27293,ARAD₂-mu[]PN,P124158.11.1,P124158,representative,,AS09 - 07 - 19,75.0719
27294,nu-ur₂-{d}iškur[]PN,P124158.14.2,P124158,intermediary,dubsar[scribe]N,AS09 - 07 - 19,75.0719
27295,ARAD₂-mu[]PN,P124159.11.1,P124159,representative,,AS09 - 10 - 11,75.10109999999997
27296,nu-ur₂-{d}iškur[]PN,P124159.15.2,P124159,intermediary,dubsar[scribe]N,AS09 - 10 - 11,75.10109999999997
27297,{d}amar-{d}suen[]PN,P124160.23.1,P124160,,lugal[king]N,AS09 - 10 - 20,75.10199999999998
27298,ur-{d}šul-pa-e₃[]PN,P124160.27.1,P124160,,dubsar[scribe]N,AS09 - 10 - 20,75.10199999999998
27299,ur-{d}ha-ia₃[]PN,P124160.29.2,P124160,,arad[slave]N,AS09 - 10 - 20,75.10199999999998
27300,ARAD₂-mu[]PN,P124161.15.1,P124161,representative,,AS09 - 12d - 20,75.122
27301,{d}amar-{d}suen[]PN,P124161.20.1,P124161,,lugal[king]N,AS09 - 12d - 20,75.122
27302,ur-{d}šul-pa-e₃[]PN,P124161.24.1,P124161,,dubsar[scribe]N,AS09 - 12d - 20,75.122
27303,ur-{d}ha-ia₃[]PN,P124161.26.2,P124161,,arad[slave]N,AS09 - 12d - 20,75.122
27304,{d}nanše-GIR₂@g-gal[]PN,P124162.8.1,P124162,representative,,AS01 - 03 - 22,67.0322
27305,ARAD₂-mu[]PN,P124162.13.1,P124162,representative,,AS01 - 03 - 22,67.0322
27306,na-lu₅-ta[]PN,P124162.15.2,P124162,source,,AS01 - 03 - 22,67.0322
27307,{d}amar-{d}suen[]PN,P124162.18.2,P124162,,lugal[king]N,AS01 - 03 - 22,67.0322
27308,na-lu₅-ta[]PN,P124163.7.2,P124163,source,,AS01 - 06 - 19,67.06190000000001
27309,ur-nigar{gar}[]PN,P124163.9.1,P124163,recipient,,AS01 - 06 - 19,67.06190000000001
27310,{d}amar-{d}suen[]PN,P124163.12.2,P124163,,lugal[king]N,AS01 - 06 - 19,67.06190000000001
27311,en-{d}nanše-ki-ag₂[]PN,P124164.5.1,P124164,,šagia[cup-bearer]N,AS01 - 09 - 04,67.0904
27312,na-lu₅-ta[]PN,P124164.8.2,P124164,source,,AS01 - 09 - 04,67.0904
27313,{d}amar-{d}suen[]PN,P124164.11.2,P124164,,lugal[king]N,AS01 - 09 - 04,67.0904
27314,na-lu₅-ta[]PN,P124165.11.2,P124165,source,,AS01 - 09 - 29,67.0929
27315,ur-nigar{gar}[]PN,P124165.12.1,P124165,recipient,,AS01 - 09 - 29,67.0929
27316,{d}amar-{d}suen[]PN,P124165.15.2,P124165,,lugal[king]N,AS01 - 09 - 29,67.0929
27317,na-lu₅-ta[]PN,P124166.9.2,P124166,source,,AS01 - 11 - 14,67.1114
27318,ur-nigar{gar}[]PN,P124166.10.1,P124166,recipient,,AS01 - 11 - 14,67.1114
27319,{d}amar-{d}suen[]PN,P124166.13.2,P124166,,lugal[king]N,AS01 - 11 - 14,67.1114
27320,{d}nanše-GIR₂@g-gal[]PN,P124167.9.1,P124167,representative,,AS03 - 02 - 09,69.0209
27321,na-lu₅-ta[]PN,P124167.14.2,P124167,source,,AS03 - 02 - 09,69.0209
27322,{d}en-lil₂-la₂[]PN,P124167.17.3,P124167,,,AS03 - 02 - 09,69.0209
27323,na-lu₅-ta[]PN,P124168.9.2,P124168,source,,AS03 - 02 - 15,69.02149999999999
27324,ur-nigar{gar}[]PN,P124168.10.1,P124168,recipient,,AS03 - 02 - 15,69.02149999999999
27325,{d}en-lil₂-la₂[]PN,P124168.13.3,P124168,,,AS03 - 02 - 15,69.02149999999999
27326,na-lu₅-ta[]PN,P124169.9.2,P124169,source,,AS03 - 02 - 26,69.0226
27327,ur-nigar{gar}[]PN,P124169.10.1,P124169,recipient,,AS03 - 02 - 26,69.0226
27328,{d}en-lil₂-la₂[]PN,P124169.13.3,P124169,,,AS03 - 02 - 26,69.0226
27329,{d}nanše-GIR₂@g-gal[]PN,P124171.11.1,P124171,representative,,AS03 - 05 - 17,69.0517
27330,na-lu₅-ta[]PN,P124171.13.2,P124171,source,,AS03 - 05 - 17,69.0517
27331,{d}en-lil₂-la₂[]PN,P124171.17.3,P124171,,,AS03 - 05 - 17,69.0517
27332,na-lu₅-ta[]PN,P124172.6.2,P124172,source,,AS03 - 06 - 05,69.0605
27333,{d}šul-gi-iri-mu[]PN,P124172.8.1,P124172,recipient,,AS03 - 06 - 05,69.0605
27334,{d}en-lil₂-la₂[]PN,P124172.11.3,P124172,,,AS03 - 06 - 05,69.0605
27335,{d}nanše-GIR₂@g-gal[]PN,P124173.6.1,P124173,representative,,AS03 - 11m - 26,69.1126
27336,na-lu₅-ta[]PN,P124173.9.2,P124173,source,,AS03 - 11m - 26,69.1126
27337,{d}en-lil₂-la₂[]PN,P124173.13.3,P124173,,,AS03 - 11m - 26,69.1126
27338,{d}nanše-GIR₂@g-gal[]PN,P124174.5.1,P124174,representative,,AS04 - 02 - 18,70.0218
27339,nin-ku₃-zu[]PN,P124174.6.4,P124174,,,AS04 - 02 - 18,70.0218
27340,ba-la-mu[]PN,P124174.6.6,P124174,,,AS04 - 02 - 18,70.0218
27341,ARAD₂-mu[]PN,P124174.11.1,P124174,representative,,AS04 - 02 - 18,70.0218
27342,i₃-lal₃-lum[]PN,P124174.13.1,P124174,representative,,AS04 - 02 - 18,70.0218
27343,na-lu₅-ta[]PN,P124174.15.2,P124174,source,,AS04 - 02 - 18,70.0218
27344,na-lu₅-ta[]PN,P124175.9.2,P124175,source,,AS04 - 04 - 22,70.04220000000001
27345,{d}šul-gi-iri-mu[]PN,P124175.10.1,P124175,recipient,,AS04 - 04 - 22,70.04220000000001
27346,{d}nanše-GIR₂@g-gal[]PN,P124176.9.1,P124176,representative,,AS04 - 07 - 09,70.0709
27347,na-ap-la-num₂[]PN,P124176.13.1,P124176,,,AS04 - 07 - 09,70.0709
