name,id,role,profession,processed year,family,p_index,Archive,% domesticated animal,% dead animal,% leather object,% precious object,% queen,% seal,% unknown,% wild animal,% wool,date name,maxYear,minYear,Max Gap Start Year,Max Gap End Year,% source,% intermediary,% recipient,% representative
a-bu-ni,90,"['', '', '', '', '', '', ""{'intermediary'}"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'recipient'}"", '', '', '', ""{'intermediary'}"", '', '', '', ""{'representative'}"", '', '', ""{'recipient'}"", '', ""{'intermediary'}"", '', '', ""{'source'}"", ""{'recipient'}""]",,"['62.0300', '64.1221', '66.0803', '66.1125', '67.0313', '67.0425', '67.0527', '68.0101', '68.0303', '68.0304', '70.0100', '70.0509', '70.0727', '70.0900', '70.0925', '70.0926', '70.1229', '71.0126', '71.0426', '71.0526', '71.0609', '71.0725', '71.0825', '71.0828', '71.0924', '71.1008', '71.1009', '72.0900', '72.1000', '73.0000', '73.0410', '74.0100', '75.0000', '84.1100']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[131620, 127615, 107622, 136225, 117468, 126312, 116227, 131594, 135153, 144267, 123816, 123488, 105887, 126770, 117621, 107741, 103121, 106090, 123621, 106127, 145571, 124798, 104777, 106180, 112171, 103707, 143974, 124973, 142404, 235935, 117198, 114068, 122131, 122167, 117231, 129432, 340515, 107887, 292556, 106270]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'precious object', 'domesticated animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown', 'unknown', 'unknown']",0.75,0.025,0.0,0.025,0.0,0.0,0.125,0.075,0.0,"['', '', '', '', '', '', '{Shulgi.44.03m.00 (intercalated) =? Shulgi.45.03.00 (intercalated?) }', '{Shulgi.46.12.21}', '{Shulgi.48.08.03}', '{Shulgi.48.11.25}', '{Amar-Suen.01.03.13}', '{Amar-Suen.01.04.25, Amar-Suen.01.04.30}', '{Amar-Suen.01.05.27 ?}', '{Amar-Suen.02.01.01, Amar-Suen.02.01.30}', '{Amar-Suen.02.03.03}', '{Amar-Suen.02.03.04, Amar-Suen.02.03.10}', '{Amar-Suen.04.01.00, Amar-Suen.04.02.00, Amar-Suen.04.04.00, Amar-Suen.04.08.00, Amar-Suen.04.09.00, Amar-Suen.04.09m.00 (intercalated), Amar-Suen.04.12.00}', '{Amar-Suen.04.05.09}', '{Amar-Suen.04.07.27}', '{Amar-Suen.04.09.00}', '{Amar-Suen.04.09.25}', '{Amar-Suen.04.09.26}', '{Amar-Suen.04.12.29}', '{Amar-Suen.05.01.26}', '{Amar-Suen.05.04.26}', '{Amar-Suen.05.05.26}', '{Amar-Suen.05.06.09}', '{Amar-Suen.05.07.25}', '{Amar-Suen.05.08.25}', '{Amar-Suen.05.08.28}', '{Amar-Suen.05.09.24}', '{Amar-Suen.05.10.08}', '{Amar-Suen.05.10.09}', '{Amar-Suen.06.09.00}', '{Amar-Suen.06.10.00}', '{Amar-Suen.07.00.00, Amar-Suen.08.05.00}', '{Amar-Suen.07.04.10}', '{Amar-Suen.08.01.00 (us2 year)}', '{Amar-Suen.09.00.00}', '{Shu-Suen.09.11.00}']",84.11,62.03,84.11,75.0,0.025,0.075,0.075,0.025
a-bu-ni-ta,91,"[""{'source'}"", ""{'recipient'}""]",,"['51.0000', '69.1000']","['', '']","[101694, 103370]","['dead animal', 'unknown']",0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"['{Shulgi.33.00.00}', '{Amar-Suen.03.10.00}']",69.1,51.0,69.1,51.0,0.5,0.0,0.5,0.0
a-bu-um-dingir,92,"[""{'intermediary'}"", '', '', ""{'source'}"", '', ""{'intermediary'}"", ""{'intermediary'}"", '', '', '', '', '', '', ""{'intermediary'}""]",,"['18.0824', '64.0315', '65.0100', '65.0500', '65.0700', '70.0600', '75.0315', '77.0000', '77.0000', '77.1105', '78.0000', '86.1000']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']","[320503, 201505, 123697, 126706, 108676, 108676, 131637, 117204, 125766, 416199, 116172, 109239, 332078, 136301]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal']",0.7857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,"['', '', '{Shulgi.--.08.24}', '{Shulgi.46.03.15 (us2 year)}', '{Shulgi.47.01.00 (us2 year), Shulgi.47.02.00 (us2 year), Shulgi.47.03.00 (us2 year), Shulgi.47.04.00 (us2 year), Shulgi.47.05.00 (us2 year), Shulgi.47.06.00 (us2 year), Shulgi.47.07.00 (us2 year), Shulgi.47.08.00 (us2 year), Shulgi.48.09.00 (us2 year),  Sh}', '{Shulgi.47.05.00 (us2 year)}', '{Shulgi.47.07.00 (us2 year)}', '{Amar-Suen.04.06.00}', '{Amar-Suen.09.03.15}', '{Shu-Suen.02.00.00, Shu-Suen.03.00.00}', '{Shu-Suen.02.00.00, Shu-Suen.03.00.00}', '{Shu-Suen.02.11.05}', '{Shu-Suen.03.00.00}', '{Ibbi-Suen.02.10.00}']",86.1,18.0824,64.0315,18.0824,0.07142857142857142,0.2857142857142857,0.0,0.0
a-bu-um-dingir-ma,93,"['', '', ""{'recipient'}""]",,"['84.0500', '86.0100']","['', '', '']","[430110, 104518, 104517]","['unknown', 'dead animal', 'domesticated animal']",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['', '{Shu-Suen.09.05.00}', '{Ibbi-Suen.02.01.00}']",86.01,84.05,86.01,84.05,0.0,0.0,0.3333333333333333,0.0
a-da-...,94,"['', '', '', ""{'intermediary'}""]",,"['66.0719', '76.1000', '86.1212']","['', '', '', '']","[115597, 430142, 100977, 116801]","['domesticated animal', 'unknown', 'domesticated animal', 'unknown']",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"['', '{Shulgi.48.07.19}', '{Shu-Suen.01.10.00}', '{Ibbi-Suen.02.12.12}']",86.1212,66.0719,76.1,66.0719,0.0,0.25,0.0,0.0
a-da-a,95,"['', '', '', '', '', '', '', '', '', '']",,"['63.1215', '72.0329', '74.1106', '78.0600']","['', '', '', '', '', '', '', '', '', '']","[104184, 131638, 108690, 117288, 103843, 123301, 430370, 332401, 122709, 104030]","['domesticated animal', 'precious object', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'unknown', 'domesticated animal', 'dead animal', 'domesticated animal']",0.6,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,"['', '', '', '', '', '', '{Shulgi.45.12.15}', '{Amar-Suen.06.03.29}', '{Amar-Suen.08.11.06}', '{Shu-Suen.03.06.00}']",78.06,63.1215,72.0329,63.1215,0.0,0.0,0.0,0.0
a-da-gal,96,"['', '', '', '', '', '', '', '', '', '', '']",,"['61.0310', '71.1201', '74.1000', '74.1005']","['', '', '', '', '', '', '', '', '', '', '']","[126313, 106307, 100983, 117245, 129514, 103497, 107567, 118380, 126277, 134795, 125511]","['domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'queen', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'dead animal']",0.5454545454545454,0.2727272727272727,0.0,0.0,0.09090909090909093,0.0,0.09090909090909093,0.0,0.0,"['', '', '', '', '', '', '', '{Shulgi.43.03.10}', '{Amar-Suen.05.12.01, Amar-Suen.05.12.02, Amar-Suen.05.12.03, Amar-Suen.05.12.04, Amar-Suen.05.12.07, Amar-Suen.05.12.08, Amar-Suen.05.12.09, Amar-Suen.05.12.10, Amar-Suen.05.12.11, Amar-Suen.05.12.12, Amar-Suen.05.12.13, Amar-Suen.05.12.14, Amar-Suen.05.12}', '{Amar-Suen.08.10.00}', '{Amar-Suen.08.10.05}']",74.1005,61.031000000000006,71.1201,61.031000000000006,0.0,0.0,0.0,0.0
a-da-lal₃,97,"[""{'source'}"", '', '', '', ""{'source'}"", '', '', '', '', ""{'source', 'recipient'}"", ""{'source'}"", ""{'source'}"", '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'representative'}"", '', ""{'intermediary'}"", '', '', ""{'intermediary'}"", ""{'intermediary'}"", ""{'representative'}"", ""{'representative'}"", ""{'source', 'intermediary'}"", '', ""{'recipient'}"", ""{'recipient'}"", '', ""{'intermediary'}"", '', '', ""{'intermediary'}"", ""{'source'}"", ""{'recipient'}"", ""{'intermediary'}"", '', '', ""{'recipient'}"", '', ""{'source'}"", ""{'intermediary'}"", '', '', '', '', ""{'intermediary'}"", '', ""{'source', 'intermediary'}"", ""{'intermediary'}"", ""{'recipient'}"", '', '', '', '', ""{'source'}"", '', '', '', ""{'recipient'}"", '', ""{'intermediary'}"", '', ""{'recipient'}"", '', '', '', ""{'recipient'}"", ""{'intermediary'}"", '', ""{'source'}"", '', '', '']",,"['18.0000', '53.0700', '60.1200', '61.0500', '61.0620', '61.1003', '63.0600', '63.0700', '65.0015', '65.0100', '67.0000', '67.0000', '67.0300', '67.0311', '68.0600', '68.1100', '68.1225', '69.0000', '69.0000', '70.0500', '70.0714', '71.0000', '71.0100', '71.0229', '71.0300', '71.0400', '71.0410', '71.0814', '71.1111', '71.1122', '72.0712', '72.0800', '72.0829', '73.0700', '73.1200', '74.0426', '74.0500', '74.0500', '74.0500', '74.0500', '74.1121', '75.0315', '75.0500', '75.0500', '75.1107', '75.1121', '76.1200', '77.0400', '77.1100', '78.0100', '78.0815', '79.0330', '80.0600', '80.0902', '80.1201', '82.1200', '84.0000', '84.0700', '85.0430']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[320503, 200999, 115591, 130537, 101313, 101313, 135978, 211187, 145045, 118422, 124660, 124660, 124660, 124660, 201139, 249018, 106320, 126480, 332286, 430110, 106120, 108674, 108674, 112799, 122170, 125966, 126271, 128408, 135141, 139596, 301110, 320524, 320534, 430112, 430113, 430114, 430115, 430116, 430118, 458788, 124423, 129464, 123283, 117578, 117209, 102166, 123561, 103376, 125838, 105848, 416417, 118609, 103872, 103872, 112423, 124964, 320523, 125941, 210512, 128336, 124581, 102939, 123825, 123830, 112425, 117236, 115457, 416418, 129500, 108712, 129515, 126679, 126679, 429942, 122537, 125665, 121721, 301092, 104591, 124584, 142141, 122202, 210088, 124610]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown', 'dead animal', 'precious object', 'unknown', 'domesticated animal', 'unknown', 'unknown', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'queen', 'dead animal', 'unknown', 'unknown', 'unknown', 'dead animal', 'dead animal', 'unknown', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'precious object', 'unknown', 'domesticated animal', 'unknown', 'seal', 'seal', 'seal', 'seal', 'unknown', 'unknown', 'seal', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'dead animal', 'domesticated animal', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'unknown', 'unknown', 'domesticated animal', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'unknown', 'precious object']",0.4404761904761905,0.09523809523809523,0.0,0.03571428571428571,0.023809523809523808,0.05952380952380953,0.34523809523809523,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.--.--.--.--}', '{Shulgi.35.07.00 (us2 year)}', '{Shulgi.42.12.00}', '{Shulgi.43.05.00}', '{Shulgi.43.06.20}', '{Shulgi.43.10.03, Shulgi.43.10.25}', '{Shulgi.45.06.00}', '{Shulgi.45.07.00 (us2 year)}', '{Shulgi.47.00.15 (us2 year)}', '{Shulgi.47.01.00 (us2 year)}', '{Amar-Suen.01.00.00}', '{Amar-Suen.01.00.00}', '{Amar-Suen.01.03.00}', '{Amar-Suen.01.03.11}', '{Amar-Suen.02.06.00}', '{Amar-Suen.02.11.00, Amar-Suen.03.08.00, Amar-Suen.03.09.00, Amar-Suen.04.09.00, Amar-Suen.04.10.00, Amar-Suen.04.11.00, Amar-Suen.05.02.00, Amar-Suen.09.10.00}', '{Amar-Suen.02.12.25}', '{Amar-Suen.03.00.00}', '{Amar-Suen.03.00.00}', '{Amar-Suen.04.05.00}', '{Amar-Suen.04.07.14}', '{Amar-Suen.05.00.00}', '{Amar-Suen.05.01.00, Amar-Suen.05.07.00, Amar-Suen.05.12.00}', '{Amar-Suen.05.02.29}', '{Amar-Suen.05.03.00}', '{Amar-Suen.05.04.00}', '{Amar-Suen.05.04.10}', '{Amar-Suen.05.08.14}', '{Amar-Suen.05.11.11}', '{Amar-Suen.05.11.22}', '{Amar-Suen.06.07.12}', '{Amar-Suen.06.08.00}', '{Amar-Suen.06.08.29}', '{Amar-Suen.07.07.00}', '{Amar-Suen.07.12.00, Amar-Suen.08.01.25}', '{Amar-Suen.08.04.26}', '{Amar-Suen.08.05.00}', '{Amar-Suen.08.05.00}', '{Amar-Suen.08.05.00}', '{Amar-Suen.08.05.00}', '{Amar-Suen.08.11.21, Amar-Suen.08.11.30}', '{Amar-Suen.09.03.15}', '{Shu-Suen.00.05.00}', '{Shu-Suen.00.05.00}', '{Amar-Suen.09.11.07}', '{Amar-Suen.09.11.21}', '{Shu-Suen.01.12.00}', '{Shu-Suen.02.04.00}', '{Shu-Suen.02.11.00}', '{Shu-Suen.03.01.00, Shu-Suen.03.02.00, Shu-Suen.03.03.00, Shu-Suen.03.06.00, Shu-Suen.03.07.00, Shu-Suen.03.11d.00 (intercalated)}', '{Shu-Suen.03.08.15}', '{Shu-Suen.04.03.30 (us2 year)}', '{Shu-Suen.05.06.00 (us2 year)}', '{Shu-Suen.05.09.02 (us2 year)}', '{Shu-Suen.05.12d.01 (intercalated) (us2 year)}', '{Shu-Suen.07.12.00}', '{Shu-Suen.09.00.00}', '{Shu-Suen.09.07.00}', '{Ibbi-Suen.01.04.30}']",85.04299999999999,18.0,53.07,18.0,0.12643678160919541,0.14942528735632185,0.10344827586206896,0.034482758620689655
a-da-lal₃-ta,98,"[""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['62.0200', '68.0900', '78.0900', '84.0600', '84.1000']","['', '', '', '', '', '', '', '']","[104117, 108681, 210142, 118504, 320527, 122155, 117184, 115939]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal']",0.625,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,"['', '', '', '{Shulgi.44.02.00}', '{Amar-Suen.02.09.00}', '{Shu-Suen.03.09.00}', '{Shu-Suen.09.06.00}', '{Shu-Suen.09.10.00}']",84.1,62.02,78.09,68.09,1.0,0.0,0.0,0.0
a-da-na-ah,99,"['', '', '', '']",,"['56.0600', '71.0419', '76.0508']","['', '', '', '']","[113914, 100992, 116165, 126705]","['unknown', 'queen', 'domesticated animal', 'domesticated animal']",0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,"['', '{Shulgi.38.06.00 (us2 year)}', '{Amar-Suen.05.04.19}', '{Shu-Suen.01.05.08}']",76.0508,56.06,71.0419,56.06,0.0,0.0,0.0,0.0
a-da-tum,100,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['63.0700', '65.0000', '65.1018', '66.1220', '67.0425', '69.0728', '70.0100', '70.0200', '70.0202', '70.0926', '70.1001', '70.1207', '71.0120', '71.1009']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[127615, 323430, 136225, 136225, 142788, 116195, 131594, 126617, 130498, 126770, 107741, 106090, 123351, 323429, 143632, 332185, 123607, 126222, 126734, 106339]","['domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'wild animal', 'domesticated animal', 'domesticated animal']",0.75,0.1,0.0,0.0,0.0,0.0,0.1,0.05,0.0,"['', '', '', '', '', '', '{Shulgi.45.07.00}', '{Shulgi.47.00.00 (us2 year) ?}', '{Shulgi.47.10.18 (us2 year)}', '{Shulgi.48.12.20}', '{Amar-Suen.01.04.25, Amar-Suen.01.04.30}', '{Amar-Suen.03.07.28}', '{Amar-Suen.04.01.00, Amar-Suen.04.02.00, Amar-Suen.04.04.00, Amar-Suen.04.08.00, Amar-Suen.04.09.00, Amar-Suen.04.09m.00 (intercalated), Amar-Suen.04.12.00}', '{Amar-Suen.04.02.00 (us2 year)}', '{Amar-Suen.04.02.02}', '{Amar-Suen.04.09.26}', '{Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.}', '{Amar-Suen.04.12.07}', '{Amar-Suen.05.01.20}', '{Amar-Suen.05.10.09}']",71.1009,63.07,69.0728,67.0425,0.0,0.0,0.0,0.0
a-du,101,"['', '']",,[],"['', '']","[323430, 323429]","['unknown', 'unknown']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a-du-mu,102,"['', '']",,['53.0000'],"['', '']","[330632, 100643]","['unknown', 'unknown']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['', '{Shulgi.35.00.00 (us2 year)}']",53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0
a-gu-a,103,"[""{'intermediary'}"", '', '', '', '', '', '']",,"['64.1100', '65.1015', '71.0100']","['', '', '', '', '', '', '']","[106320, 125941, 113914, 106138, 142318, 126448, 124856]","['queen', 'dead animal', 'unknown', 'domesticated animal', 'queen', 'unknown', 'domesticated animal']",0.2857142857142857,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,"['', '', '', '', '{Shulgi.46.11.00}', '{Shulgi.47.10.15 (us2 year)}', '{Amar-Suen.05.01.00, Amar-Suen.05.07.00, Amar-Suen.05.12.00}']",71.01,64.11,71.01,65.1015,0.0,0.14285714285714285,0.0,0.0
a-gu-a-ni,104,"['', '', '', '']",,"['78.0902', '81.0902', '85.1000', '85.1000']","['', '', '', '']","[108667, 108667, 117277, 145573]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shu-Suen.03.09.02}', '{Shu-Suen.06.09.02}', '{Ibbi-Suen.01.10.00 ?, Ibbi-Suen.02.04.29}', '{Ibbi-Suen.01.10.00 ?, Ibbi-Suen.02.04.29}']",85.1,78.0902,85.1,81.0902,0.0,0.0,0.0,0.0
a-gu-a-ta,105,"[""{'source'}"", ""{'source'}""]",,['77.0800'],"['', '']","[332396, 134965]","['unknown', 'unknown']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['', '{Shu-Suen.02.08.00}']",77.08,77.08,77.08,77.08,1.0,0.0,0.0,0.0
a-gu-da,106,"['', '']",,"['73.1215', '75.1209']","['', '']","[210639, 104434]","['domesticated animal', 'domesticated animal']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.07.12.15}', '{Amar-Suen.09.12d.09 (intercalated)}']",75.1209,73.1215,75.1209,73.1215,0.0,0.0,0.0,0.0
a-gub-ba,107,"['', ""{'source'}"", ""{'source'}"", '', '']",,[],"['', '', '', '', '']","[117204, 117204, 117204, 117204, 290693]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal']",0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '', '', '', '']",0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
a-ha-am-wa-qar,108,"['', '']",,['73.0600'],"['', '']","[430123, 104519]","['seal', 'domesticated animal']",0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,"['', '{Amar-Suen.07.06.00 ?, Amar-Suen.07.12.00 ?, Amar-Suen.08.01.30}']",73.06,73.06,73.06,73.06,0.0,0.0,0.0,0.0
a-ha-an-ni-šu,109,"['', '', '', ""{'recipient'}"", '', ""{'intermediary'}"", '', ""{'recipient'}"", '']",,"['72.1000', '73.0512', '73.0900', '74.0400', '74.0400', '74.1000', '74.1121']","['', '', '', '', '', '', '', '', '']","[202529, 202529, 131595, 129514, 129515, 104949, 134772, 117344, 144212]","['dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal']",0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '', '{Amar-Suen.06.10.00}', '{Amar-Suen.07.05.12, Amar-Suen.07.06.13}', '{Amar-Suen.07.09.00}', '{Amar-Suen.08.04.00, Amar-Suen.08.04.30, Amar-Suen.08.05.00, Amar-Suen.08.06.11}', '{Amar-Suen.08.04.00, Amar-Suen.08.04.30, Amar-Suen.08.05.00, Amar-Suen.08.06.11}', '{Amar-Suen.08.10.00}', '{Amar-Suen.08.11.21, Amar-Suen.08.11.30}']",74.1121,72.1,73.0512,72.1,0.0,0.1111111111111111,0.2222222222222222,0.0
a-ha-an-ni-šu-ta,110,"[""{'source'}"", ""{'source'}""]",,['74.0929'],"['', '']","[218200, 104132]","['domesticated animal', 'dead animal']",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['', '{Amar-Suen.08.09.29, Amar-Suen.08.10.03}']",74.0929,74.0929,74.0929,74.0929,1.0,0.0,0.0,0.0
a-ha-an-si-bu,111,"['', '', ""{'representative'}""]",,"['68.0900', '68.0916', '72.0300']","['', '', '']","[143924, 212064, 111905]","['dead animal', 'domesticated animal', 'precious object']",0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,"['{Amar-Suen.02.09.00}', '{Amar-Suen.02.09.16}', '{Amar-Suen.06.03.00}']",72.03,68.09,72.03,68.0916,0.0,0.0,0.0,0.3333333333333333
a-ha-an-ši-bu,112,"[""{'recipient'}"", ""{'source', 'recipient'}"", ""{'recipient'}"", ""{'source', 'intermediary'}"", '']",,"['62.0500', '62.0500', '63.1200', '68.0200', '79.1200']","['', '', '', '', '']","[103541, 134038, 134040, 134045, 124928]","['unknown', 'precious object', 'precious object', 'unknown', 'dead animal']",0.0,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,"['{Shulgi.44.05m.00 (intercalated) =? Shulgi.45.05.00 (intercalated?) }', '{Shulgi.44.05m.00 (intercalated) =? Shulgi.45.05.00 (intercalated?) }', '{Shulgi.45.12.00}', '{Amar-Suen.02.02.00}', '{Shu-Suen.04.12.00}']",79.12,62.05,79.12,68.02,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0
